sex	age	l	m	s	loh
1	780	1	88.4972	0.03564	H
1	781	1	88.5245	0.03565	H
1	782	1	88.5518	0.03566	H
1	783	1	88.5791	0.03567	H
1	784	1	88.6063	0.03568	H
1	785	1	88.6335	0.03569	H
1	786	1	88.6607	0.0357	H
1	787	1	88.6879	0.03571	H
1	788	1	88.715	0.03572	H
1	789	1	88.7422	0.03574	H
1	790	1	88.7693	0.03575	H
1	791	1	88.7964	0.03576	H
1	792	1	88.8234	0.03577	H
1	793	1	88.8504	0.03578	H
1	794	1	88.8775	0.03579	H
1	795	1	88.9044	0.0358	H
1	796	1	88.9314	0.03581	H
1	797	1	88.9584	0.03582	H
1	798	1	88.9853	0.03584	H
1	799	1	89.0122	0.03585	H
1	800	1	89.0391	0.03586	H
1	801	1	89.0659	0.03587	H
1	802	1	89.0927	0.03588	H
1	803	1	89.1195	0.03589	H
1	804	1	89.1463	0.0359	H
1	805	1	89.1731	0.03591	H
1	806	1	89.1998	0.03592	H
1	807	1	89.2266	0.03593	H
1	808	1	89.2533	0.03595	H
1	809	1	89.2799	0.03596	H
1	810	1	89.3066	0.03597	H
1	811	1	89.3332	0.03598	H
1	812	1	89.3598	0.03599	H
1	813	1	89.3864	0.036	H
1	814	1	89.413	0.03601	H
1	815	1	89.4395	0.03602	H
1	816	1	89.466	0.03603	H
1	817	1	89.4925	0.03604	H
1	818	1	89.519	0.03605	H
1	819	1	89.5455	0.03607	H
1	820	1	89.5719	0.03608	H
1	821	1	89.5983	0.03609	H
1	822	1	89.6247	0.0361	H
1	823	1	89.651	0.03611	H
1	824	1	89.6774	0.03612	H
1	825	1	89.7037	0.03613	H
1	826	1	89.73	0.03614	H
1	827	1	89.7563	0.03615	H
1	828	1	89.7825	0.03616	H
1	829	1	89.8087	0.03617	H
1	830	1	89.8349	0.03618	H
1	831	1	89.8611	0.0362	H
1	832	1	89.8873	0.03621	H
1	833	1	89.9134	0.03622	H
1	834	1	89.9395	0.03623	H
1	835	1	89.9656	0.03624	H
1	836	1	89.9917	0.03625	H
1	837	1	90.0177	0.03626	H
1	838	1	90.0437	0.03627	H
1	839	1	90.0697	0.03628	H
1	840	1	90.0957	0.03629	H
1	841	1	90.1216	0.0363	H
1	842	1	90.1476	0.03631	H
1	843	1	90.1735	0.03632	H
1	844	1	90.1994	0.03633	H
1	845	1	90.2252	0.03634	H
1	846	1	90.251	0.03636	H
1	847	1	90.2769	0.03637	H
1	848	1	90.3026	0.03638	H
1	849	1	90.3284	0.03639	H
1	850	1	90.3541	0.0364	H
1	851	1	90.3799	0.03641	H
1	852	1	90.4056	0.03642	H
1	853	1	90.4312	0.03643	H
1	854	1	90.4569	0.03644	H
1	855	1	90.4825	0.03645	H
1	856	1	90.5081	0.03646	H
1	857	1	90.5337	0.03647	H
1	858	1	90.5592	0.03648	H
1	859	1	90.5848	0.03649	H
1	860	1	90.6103	0.0365	H
1	861	1	90.6358	0.03651	H
1	862	1	90.6612	0.03652	H
1	863	1	90.6867	0.03653	H
1	864	1	90.7121	0.03654	H
1	865	1	90.7375	0.03655	H
1	866	1	90.7628	0.03656	H
1	867	1	90.7882	0.03657	H
1	868	1	90.8135	0.03659	H
1	869	1	90.8388	0.0366	H
1	870	1	90.8641	0.03661	H
1	871	1	90.8893	0.03662	H
1	872	1	90.9146	0.03663	H
1	873	1	90.9398	0.03664	H
1	874	1	90.965	0.03665	H
1	875	1	90.9901	0.03666	H
1	876	1	91.0153	0.03667	H
1	877	1	91.0404	0.03668	H
1	878	1	91.0655	0.03669	H
1	879	1	91.0905	0.0367	H
1	880	1	91.1156	0.03671	H
1	881	1	91.1406	0.03672	H
1	882	1	91.1656	0.03673	H
1	883	1	91.1906	0.03674	H
1	884	1	91.2155	0.03675	H
1	885	1	91.2405	0.03676	H
1	886	1	91.2654	0.03677	H
1	887	1	91.2903	0.03678	H
1	888	1	91.3151	0.03679	H
1	889	1	91.34	0.0368	H
1	890	1	91.3648	0.03681	H
1	891	1	91.3896	0.03682	H
1	892	1	91.4144	0.03683	H
1	893	1	91.4391	0.03684	H
1	894	1	91.4639	0.03685	H
1	895	1	91.4886	0.03686	H
1	896	1	91.5133	0.03687	H
1	897	1	91.5379	0.03688	H
1	898	1	91.5626	0.03689	H
1	899	1	91.5872	0.0369	H
1	900	1	91.6118	0.03691	H
1	901	1	91.6364	0.03692	H
1	902	1	91.6609	0.03693	H
1	903	1	91.6855	0.03694	H
1	904	1	91.71	0.03695	H
1	905	1	91.7345	0.03696	H
1	906	1	91.759	0.03697	H
1	907	1	91.7834	0.03698	H
1	908	1	91.8078	0.03699	H
1	909	1	91.8323	0.037	H
1	910	1	91.8566	0.03701	H
1	911	1	91.881	0.03702	H
1	912	1	91.9053	0.03703	H
1	913	1	91.9297	0.03704	H
1	914	1	91.954	0.03705	H
1	915	1	91.9783	0.03706	H
1	916	1	92.0025	0.03707	H
1	917	1	92.0268	0.03708	H
1	918	1	92.051	0.03709	H
1	919	1	92.0752	0.0371	H
1	920	1	92.0993	0.03711	H
1	921	1	92.1235	0.03711	H
1	922	1	92.1476	0.03712	H
1	923	1	92.1717	0.03713	H
1	924	1	92.1958	0.03714	H
1	925	1	92.2199	0.03715	H
1	926	1	92.244	0.03716	H
1	927	1	92.268	0.03717	H
1	928	1	92.292	0.03718	H
1	929	1	92.316	0.03719	H
1	930	1	92.34	0.0372	H
1	931	1	92.3639	0.03721	H
1	932	1	92.3879	0.03722	H
1	933	1	92.4118	0.03723	H
1	934	1	92.4357	0.03724	H
1	935	1	92.4595	0.03725	H
1	936	1	92.4834	0.03726	H
1	937	1	92.5072	0.03727	H
1	938	1	92.531	0.03728	H
1	939	1	92.5548	0.03729	H
1	940	1	92.5786	0.0373	H
1	941	1	92.6023	0.0373	H
1	942	1	92.6261	0.03731	H
1	943	1	92.6498	0.03732	H
1	944	1	92.6735	0.03733	H
1	945	1	92.6971	0.03734	H
1	946	1	92.7208	0.03735	H
1	947	1	92.7444	0.03736	H
1	948	1	92.768	0.03737	H
1	949	1	92.7916	0.03738	H
1	950	1	92.8152	0.03739	H
1	951	1	92.8388	0.0374	H
1	952	1	92.8623	0.03741	H
1	953	1	92.8858	0.03742	H
1	954	1	92.9093	0.03743	H
1	955	1	92.9328	0.03743	H
1	956	1	92.9562	0.03744	H
1	957	1	92.9797	0.03745	H
1	958	1	93.0031	0.03746	H
1	959	1	93.0265	0.03747	H
1	960	1	93.0499	0.03748	H
1	961	1	93.0732	0.03749	H
1	962	1	93.0966	0.0375	H
1	963	1	93.1199	0.03751	H
1	964	1	93.1432	0.03752	H
1	965	1	93.1665	0.03753	H
1	966	1	93.1898	0.03753	H
1	967	1	93.213	0.03754	H
1	968	1	93.2363	0.03755	H
1	969	1	93.2595	0.03756	H
1	970	1	93.2827	0.03757	H
1	971	1	93.3059	0.03758	H
1	972	1	93.329	0.03759	H
1	973	1	93.3522	0.0376	H
1	974	1	93.3753	0.03761	H
1	975	1	93.3984	0.03762	H
1	976	1	93.4215	0.03762	H
1	977	1	93.4446	0.03763	H
1	978	1	93.4676	0.03764	H
1	979	1	93.4906	0.03765	H
1	980	1	93.5137	0.03766	H
1	981	1	93.5367	0.03767	H
1	982	1	93.5596	0.03768	H
1	983	1	93.5826	0.03769	H
1	984	1	93.6056	0.03769	H
1	985	1	93.6285	0.0377	H
1	986	1	93.6514	0.03771	H
1	987	1	93.6743	0.03772	H
1	988	1	93.6972	0.03773	H
1	989	1	93.7201	0.03774	H
1	990	1	93.7429	0.03775	H
1	991	1	93.7658	0.03776	H
1	992	1	93.7886	0.03776	H
1	993	1	93.8114	0.03777	H
1	994	1	93.8342	0.03778	H
1	995	1	93.8569	0.03779	H
1	996	1	93.8797	0.0378	H
1	997	1	93.9024	0.03781	H
1	998	1	93.9252	0.03782	H
1	999	1	93.9479	0.03782	H
1	1000	1	93.9706	0.03783	H
1	1001	1	93.9932	0.03784	H
1	1002	1	94.0159	0.03785	H
1	1003	1	94.0385	0.03786	H
1	1004	1	94.0612	0.03787	H
1	1005	1	94.0838	0.03788	H
1	1006	1	94.1064	0.03788	H
1	1007	1	94.129	0.03789	H
1	1008	1	94.1516	0.0379	H
1	1009	1	94.1741	0.03791	H
1	1010	1	94.1967	0.03792	H
1	1011	1	94.2192	0.03793	H
1	1012	1	94.2417	0.03793	H
1	1013	1	94.2642	0.03794	H
1	1014	1	94.2867	0.03795	H
1	1015	1	94.3092	0.03796	H
1	1016	1	94.3317	0.03797	H
1	1017	1	94.3541	0.03798	H
1	1018	1	94.3765	0.03798	H
1	1019	1	94.399	0.03799	H
1	1020	1	94.4214	0.038	H
1	1021	1	94.4438	0.03801	H
1	1022	1	94.4662	0.03802	H
1	1023	1	94.4885	0.03802	H
1	1024	1	94.5109	0.03803	H
1	1025	1	94.5332	0.03804	H
1	1026	1	94.5556	0.03805	H
1	1027	1	94.5779	0.03806	H
1	1028	1	94.6002	0.03807	H
1	1029	1	94.6225	0.03807	H
1	1030	1	94.6447	0.03808	H
1	1031	1	94.667	0.03809	H
1	1032	1	94.6893	0.0381	H
1	1033	1	94.7115	0.03811	H
1	1034	1	94.7337	0.03811	H
1	1035	1	94.7559	0.03812	H
1	1036	1	94.7782	0.03813	H
1	1037	1	94.8003	0.03814	H
1	1038	1	94.8225	0.03815	H
1	1039	1	94.8447	0.03815	H
1	1040	1	94.8668	0.03816	H
1	1041	1	94.889	0.03817	H
1	1042	1	94.9111	0.03818	H
1	1043	1	94.9332	0.03819	H
1	1044	1	94.9553	0.03819	H
1	1045	1	94.9774	0.0382	H
1	1046	1	94.9995	0.03821	H
1	1047	1	95.0216	0.03822	H
1	1048	1	95.0436	0.03822	H
1	1049	1	95.0657	0.03823	H
1	1050	1	95.0877	0.03824	H
1	1051	1	95.1097	0.03825	H
1	1052	1	95.1317	0.03826	H
1	1053	1	95.1537	0.03826	H
1	1054	1	95.1757	0.03827	H
1	1055	1	95.1977	0.03828	H
1	1056	1	95.2197	0.03829	H
1	1057	1	95.2416	0.03829	H
1	1058	1	95.2636	0.0383	H
1	1059	1	95.2855	0.03831	H
1	1060	1	95.3074	0.03832	H
1	1061	1	95.3293	0.03833	H
1	1062	1	95.3512	0.03833	H
1	1063	1	95.3731	0.03834	H
1	1064	1	95.3949	0.03835	H
1	1065	1	95.4168	0.03836	H
1	1066	1	95.4386	0.03836	H
1	1067	1	95.4605	0.03837	H
1	1068	1	95.4823	0.03838	H
1	1069	1	95.5041	0.03839	H
1	1070	1	95.5259	0.03839	H
1	1071	1	95.5477	0.0384	H
1	1072	1	95.5695	0.03841	H
1	1073	1	95.5913	0.03842	H
1	1074	1	95.613	0.03842	H
1	1075	1	95.6348	0.03843	H
1	1076	1	95.6565	0.03844	H
1	1077	1	95.6782	0.03845	H
1	1078	1	95.6999	0.03845	H
1	1079	1	95.7216	0.03846	H
1	1080	1	95.7433	0.03847	H
1	1081	1	95.765	0.03848	H
1	1082	1	95.7867	0.03848	H
1	1083	1	95.8083	0.03849	H
1	1084	1	95.83	0.0385	H
1	1085	1	95.8516	0.0385	H
1	1086	1	95.8732	0.03851	H
1	1087	1	95.8948	0.03852	H
1	1088	1	95.9165	0.03853	H
1	1089	1	95.938	0.03853	H
1	1090	1	95.9596	0.03854	H
1	1091	1	95.9812	0.03855	H
1	1092	1	96.0028	0.03856	H
1	1093	1	96.0243	0.03856	H
1	1094	1	96.0459	0.03857	H
1	1095	1	96.0674	0.03858	H
1	1096	1	96.0889	0.03858	H
1	1097	1	96.1104	0.03859	H
1	1098	1	96.1319	0.0386	H
1	1099	1	96.1534	0.03861	H
1	1100	1	96.1749	0.03861	H
1	1101	1	96.1964	0.03862	H
1	1102	1	96.2178	0.03863	H
1	1103	1	96.2393	0.03863	H
1	1104	1	96.2607	0.03864	H
1	1105	1	96.2821	0.03865	H
1	1106	1	96.3035	0.03866	H
1	1107	1	96.325	0.03866	H
1	1108	1	96.3464	0.03867	H
1	1109	1	96.3677	0.03868	H
1	1110	1	96.3891	0.03868	H
1	1111	1	96.4105	0.03869	H
1	1112	1	96.4318	0.0387	H
1	1113	1	96.4532	0.0387	H
1	1114	1	96.4745	0.03871	H
1	1115	1	96.4958	0.03872	H
1	1116	1	96.5172	0.03873	H
1	1117	1	96.5385	0.03873	H
1	1118	1	96.5598	0.03874	H
1	1119	1	96.581	0.03875	H
1	1120	1	96.6023	0.03875	H
1	1121	1	96.6236	0.03876	H
1	1122	1	96.6448	0.03877	H
1	1123	1	96.6661	0.03877	H
1	1124	1	96.6873	0.03878	H
1	1125	1	96.7085	0.03879	H
1	1126	1	96.7298	0.03879	H
1	1127	1	96.751	0.0388	H
1	1128	1	96.7722	0.03881	H
1	1129	1	96.7933	0.03881	H
1	1130	1	96.8145	0.03882	H
1	1131	1	96.8357	0.03883	H
1	1132	1	96.8568	0.03883	H
1	1133	1	96.878	0.03884	H
1	1134	1	96.8991	0.03885	H
1	1135	1	96.9203	0.03885	H
1	1136	1	96.9414	0.03886	H
1	1137	1	96.9625	0.03887	H
1	1138	1	96.9836	0.03887	H
1	1139	1	97.0047	0.03888	H
1	1140	1	97.0258	0.03889	H
1	1141	1	97.0468	0.03889	H
1	1142	1	97.0679	0.0389	H
1	1143	1	97.0889	0.03891	H
1	1144	1	97.11	0.03891	H
1	1145	1	97.131	0.03892	H
1	1146	1	97.1521	0.03893	H
1	1147	1	97.1731	0.03893	H
1	1148	1	97.1941	0.03894	H
1	1149	1	97.2151	0.03895	H
1	1150	1	97.2361	0.03895	H
1	1151	1	97.257	0.03896	H
1	1152	1	97.278	0.03897	H
1	1153	1	97.299	0.03897	H
1	1154	1	97.3199	0.03898	H
1	1155	1	97.3409	0.03899	H
1	1156	1	97.3618	0.03899	H
1	1157	1	97.3827	0.039	H
1	1158	1	97.4036	0.03901	H
1	1159	1	97.4245	0.03901	H
1	1160	1	97.4454	0.03902	H
1	1161	1	97.4663	0.03902	H
1	1162	1	97.4872	0.03903	H
1	1163	1	97.5081	0.03904	H
1	1164	1	97.5289	0.03904	H
1	1165	1	97.5498	0.03905	H
1	1166	1	97.5706	0.03906	H
1	1167	1	97.5914	0.03906	H
1	1168	1	97.6123	0.03907	H
1	1169	1	97.6331	0.03908	H
1	1170	1	97.6539	0.03908	H
1	1171	1	97.6747	0.03909	H
1	1172	1	97.6954	0.03909	H
1	1173	1	97.7162	0.0391	H
1	1174	1	97.737	0.03911	H
1	1175	1	97.7577	0.03911	H
1	1176	1	97.7785	0.03912	H
1	1177	1	97.7992	0.03913	H
1	1178	1	97.8199	0.03913	H
1	1179	1	97.8406	0.03914	H
1	1180	1	97.8614	0.03914	H
1	1181	1	97.8821	0.03915	H
1	1182	1	97.9027	0.03916	H
1	1183	1	97.9234	0.03916	H
1	1184	1	97.9441	0.03917	H
1	1185	1	97.9647	0.03917	H
1	1186	1	97.9854	0.03918	H
1	1187	1	98.006	0.03919	H
1	1188	1	98.0267	0.03919	H
1	1189	1	98.0473	0.0392	H
1	1190	1	98.0679	0.0392	H
1	1191	1	98.0885	0.03921	H
1	1192	1	98.1091	0.03922	H
1	1193	1	98.1297	0.03922	H
1	1194	1	98.1503	0.03923	H
1	1195	1	98.1708	0.03924	H
1	1196	1	98.1914	0.03924	H
1	1197	1	98.2119	0.03925	H
1	1198	1	98.2325	0.03925	H
1	1199	1	98.253	0.03926	H
1	1200	1	98.2735	0.03927	H
1	1201	1	98.294	0.03927	H
1	1202	1	98.3145	0.03928	H
1	1203	1	98.335	0.03928	H
1	1204	1	98.3555	0.03929	H
1	1205	1	98.3759	0.03929	H
1	1206	1	98.3964	0.0393	H
1	1207	1	98.4169	0.03931	H
1	1208	1	98.4373	0.03931	H
1	1209	1	98.4577	0.03932	H
1	1210	1	98.4782	0.03932	H
1	1211	1	98.4986	0.03933	H
1	1212	1	98.519	0.03934	H
1	1213	1	98.5394	0.03934	H
1	1214	1	98.5598	0.03935	H
1	1215	1	98.5801	0.03935	H
1	1216	1	98.6005	0.03936	H
1	1217	1	98.6209	0.03937	H
1	1218	1	98.6412	0.03937	H
1	1219	1	98.6615	0.03938	H
1	1220	1	98.6819	0.03938	H
1	1221	1	98.7022	0.03939	H
1	1222	1	98.7225	0.03939	H
1	1223	1	98.7428	0.0394	H
1	1224	1	98.7631	0.03941	H
1	1225	1	98.7834	0.03941	H
1	1226	1	98.8036	0.03942	H
1	1227	1	98.8239	0.03942	H
1	1228	1	98.8442	0.03943	H
1	1229	1	98.8644	0.03943	H
1	1230	1	98.8846	0.03944	H
1	1231	1	98.9049	0.03945	H
1	1232	1	98.9251	0.03945	H
1	1233	1	98.9453	0.03946	H
1	1234	1	98.9655	0.03946	H
1	1235	1	98.9857	0.03947	H
1	1236	1	99.0058	0.03947	H
1	1237	1	99.026	0.03948	H
1	1238	1	99.0461	0.03949	H
1	1239	1	99.0663	0.03949	H
1	1240	1	99.0864	0.0395	H
1	1241	1	99.1065	0.0395	H
1	1242	1	99.1267	0.03951	H
1	1243	1	99.1468	0.03951	H
1	1244	1	99.1669	0.03952	H
1	1245	1	99.1869	0.03952	H
1	1246	1	99.207	0.03953	H
1	1247	1	99.2271	0.03954	H
1	1248	1	99.2471	0.03954	H
1	1249	1	99.2672	0.03955	H
1	1250	1	99.2872	0.03955	H
1	1251	1	99.3072	0.03956	H
1	1252	1	99.3272	0.03956	H
1	1253	1	99.3472	0.03957	H
1	1254	1	99.3672	0.03957	H
1	1255	1	99.3872	0.03958	H
1	1256	1	99.4072	0.03958	H
1	1257	1	99.4272	0.03959	H
1	1258	1	99.4471	0.0396	H
1	1259	1	99.4671	0.0396	H
1	1260	1	99.487	0.03961	H
1	1261	1	99.5069	0.03961	H
1	1262	1	99.5268	0.03962	H
1	1263	1	99.5467	0.03962	H
1	1264	1	99.5666	0.03963	H
1	1265	1	99.5865	0.03963	H
1	1266	1	99.6064	0.03964	H
1	1267	1	99.6262	0.03964	H
1	1268	1	99.6461	0.03965	H
1	1269	1	99.666	0.03966	H
1	1270	1	99.6858	0.03966	H
1	1271	1	99.7056	0.03967	H
1	1272	1	99.7254	0.03967	H
1	1273	1	99.7452	0.03968	H
1	1274	1	99.765	0.03968	H
1	1275	1	99.7848	0.03969	H
1	1276	1	99.8046	0.03969	H
1	1277	1	99.8244	0.0397	H
1	1278	1	99.8441	0.0397	H
1	1279	1	99.8639	0.03971	H
1	1280	1	99.8836	0.03971	H
1	1281	1	99.9034	0.03972	H
1	1282	1	99.9231	0.03972	H
1	1283	1	99.9428	0.03973	H
1	1284	1	99.9625	0.03973	H
1	1285	1	99.9822	0.03974	H
1	1286	1	100.0019	0.03975	H
1	1287	1	100.0216	0.03975	H
1	1288	1	100.0412	0.03976	H
1	1289	1	100.0609	0.03976	H
1	1290	1	100.0805	0.03977	H
1	1291	1	100.1002	0.03977	H
1	1292	1	100.1198	0.03978	H
1	1293	1	100.1394	0.03978	H
1	1294	1	100.1591	0.03979	H
1	1295	1	100.1787	0.03979	H
1	1296	1	100.1983	0.0398	H
1	1297	1	100.2178	0.0398	H
1	1298	1	100.2374	0.03981	H
1	1299	1	100.257	0.03981	H
1	1300	1	100.2765	0.03982	H
1	1301	1	100.2961	0.03982	H
1	1302	1	100.3156	0.03983	H
1	1303	1	100.3352	0.03983	H
1	1304	1	100.3547	0.03984	H
1	1305	1	100.3742	0.03984	H
1	1306	1	100.3937	0.03985	H
1	1307	1	100.4132	0.03985	H
1	1308	1	100.4327	0.03986	H
1	1309	1	100.4522	0.03986	H
1	1310	1	100.4717	0.03987	H
1	1311	1	100.4911	0.03987	H
1	1312	1	100.5106	0.03988	H
1	1313	1	100.53	0.03988	H
1	1314	1	100.5495	0.03989	H
1	1315	1	100.5689	0.0399	H
1	1316	1	100.5883	0.0399	H
1	1317	1	100.6077	0.03991	H
1	1318	1	100.6271	0.03991	H
1	1319	1	100.6465	0.03992	H
1	1320	1	100.6659	0.03992	H
1	1321	1	100.6853	0.03993	H
1	1322	1	100.7046	0.03993	H
1	1323	1	100.724	0.03994	H
1	1324	1	100.7434	0.03994	H
1	1325	1	100.7627	0.03995	H
1	1326	1	100.782	0.03995	H
1	1327	1	100.8013	0.03996	H
1	1328	1	100.8207	0.03996	H
1	1329	1	100.84	0.03997	H
1	1330	1	100.8593	0.03997	H
1	1331	1	100.8786	0.03998	H
1	1332	1	100.8978	0.03998	H
1	1333	1	100.9171	0.03999	H
1	1334	1	100.9364	0.03999	H
1	1335	1	100.9556	0.04	H
1	1336	1	100.9749	0.04	H
1	1337	1	100.9941	0.04001	H
1	1338	1	101.0134	0.04001	H
1	1339	1	101.0326	0.04002	H
1	1340	1	101.0518	0.04002	H
1	1341	1	101.071	0.04003	H
1	1342	1	101.0902	0.04003	H
1	1343	1	101.1094	0.04004	H
1	1344	1	101.1286	0.04004	H
1	1345	1	101.1477	0.04004	H
1	1346	1	101.1669	0.04005	H
1	1347	1	101.1861	0.04005	H
1	1348	1	101.2052	0.04006	H
1	1349	1	101.2244	0.04006	H
1	1350	1	101.2435	0.04007	H
1	1351	1	101.2626	0.04007	H
1	1352	1	101.2817	0.04008	H
1	1353	1	101.3008	0.04008	H
1	1354	1	101.32	0.04009	H
1	1355	1	101.339	0.04009	H
1	1356	1	101.3581	0.0401	H
1	1357	1	101.3772	0.0401	H
1	1358	1	101.3963	0.04011	H
1	1359	1	101.4153	0.04011	H
1	1360	1	101.4344	0.04012	H
1	1361	1	101.4535	0.04012	H
1	1362	1	101.4725	0.04013	H
1	1363	1	101.4915	0.04013	H
1	1364	1	101.5106	0.04014	H
1	1365	1	101.5296	0.04014	H
1	1366	1	101.5486	0.04015	H
1	1367	1	101.5676	0.04015	H
1	1368	1	101.5866	0.04016	H
1	1369	1	101.6056	0.04016	H
1	1370	1	101.6246	0.04017	H
1	1371	1	101.6435	0.04017	H
1	1372	1	101.6625	0.04018	H
1	1373	1	101.6815	0.04018	H
1	1374	1	101.7004	0.04019	H
1	1375	1	101.7194	0.04019	H
1	1376	1	101.7383	0.0402	H
1	1377	1	101.7572	0.0402	H
1	1378	1	101.7762	0.0402	H
1	1379	1	101.7951	0.04021	H
1	1380	1	101.814	0.04021	H
1	1381	1	101.8329	0.04022	H
1	1382	1	101.8518	0.04022	H
1	1383	1	101.8707	0.04023	H
1	1384	1	101.8896	0.04023	H
1	1385	1	101.9085	0.04024	H
1	1386	1	101.9274	0.04024	H
1	1387	1	101.9462	0.04025	H
1	1388	1	101.9651	0.04025	H
1	1389	1	101.9839	0.04026	H
1	1390	1	102.0028	0.04026	H
1	1391	1	102.0216	0.04027	H
1	1392	1	102.0405	0.04027	H
1	1393	1	102.0593	0.04028	H
1	1394	1	102.0781	0.04028	H
1	1395	1	102.097	0.04029	H
1	1396	1	102.1158	0.04029	H
1	1397	1	102.1346	0.0403	H
1	1398	1	102.1534	0.0403	H
1	1399	1	102.1722	0.0403	H
1	1400	1	102.191	0.04031	H
1	1401	1	102.2097	0.04031	H
1	1402	1	102.2285	0.04032	H
1	1403	1	102.2473	0.04032	H
1	1404	1	102.2661	0.04033	H
1	1405	1	102.2848	0.04033	H
1	1406	1	102.3036	0.04034	H
1	1407	1	102.3223	0.04034	H
1	1408	1	102.3411	0.04035	H
1	1409	1	102.3598	0.04035	H
1	1410	1	102.3785	0.04036	H
1	1411	1	102.3972	0.04036	H
1	1412	1	102.416	0.04037	H
1	1413	1	102.4347	0.04037	H
1	1414	1	102.4534	0.04037	H
1	1415	1	102.4721	0.04038	H
1	1416	1	102.4908	0.04038	H
1	1417	1	102.5095	0.04039	H
1	1418	1	102.5282	0.04039	H
1	1419	1	102.5469	0.0404	H
1	1420	1	102.5655	0.0404	H
1	1421	1	102.5842	0.04041	H
1	1422	1	102.6029	0.04041	H
1	1423	1	102.6215	0.04042	H
1	1424	1	102.6402	0.04042	H
1	1425	1	102.6588	0.04043	H
1	1426	1	102.6775	0.04043	H
1	1427	1	102.6961	0.04044	H
1	1428	1	102.7148	0.04044	H
1	1429	1	102.7334	0.04044	H
1	1430	1	102.752	0.04045	H
1	1431	1	102.7706	0.04045	H
1	1432	1	102.7893	0.04046	H
1	1433	1	102.8079	0.04046	H
1	1434	1	102.8265	0.04047	H
1	1435	1	102.8451	0.04047	H
1	1436	1	102.8637	0.04048	H
1	1437	1	102.8823	0.04048	H
1	1438	1	102.9009	0.04049	H
1	1439	1	102.9195	0.04049	H
1	1440	1	102.938	0.0405	H
1	1441	1	102.9566	0.0405	H
1	1442	1	102.9752	0.0405	H
1	1443	1	102.9938	0.04051	H
1	1444	1	103.0123	0.04051	H
1	1445	1	103.0309	0.04052	H
1	1446	1	103.0494	0.04052	H
1	1447	1	103.068	0.04053	H
1	1448	1	103.0865	0.04053	H
1	1449	1	103.1051	0.04054	H
1	1450	1	103.1236	0.04054	H
1	1451	1	103.1421	0.04055	H
1	1452	1	103.1607	0.04055	H
1	1453	1	103.1792	0.04055	H
1	1454	1	103.1977	0.04056	H
1	1455	1	103.2162	0.04056	H
1	1456	1	103.2348	0.04057	H
1	1457	1	103.2533	0.04057	H
1	1458	1	103.2718	0.04058	H
1	1459	1	103.2903	0.04058	H
1	1460	1	103.3088	0.04059	H
1	1461	1	103.3273	0.04059	H
1	1462	1	103.3458	0.0406	H
1	1463	1	103.3643	0.0406	H
1	1464	1	103.3827	0.0406	H
1	1465	1	103.4012	0.04061	H
1	1466	1	103.4197	0.04061	H
1	1467	1	103.4382	0.04062	H
1	1468	1	103.4566	0.04062	H
1	1469	1	103.4751	0.04063	H
1	1470	1	103.4936	0.04063	H
1	1471	1	103.512	0.04064	H
1	1472	1	103.5305	0.04064	H
1	1473	1	103.5489	0.04065	H
1	1474	1	103.5674	0.04065	H
1	1475	1	103.5858	0.04065	H
1	1476	1	103.6043	0.04066	H
1	1477	1	103.6227	0.04066	H
1	1478	1	103.6412	0.04067	H
1	1479	1	103.6596	0.04067	H
1	1480	1	103.678	0.04068	H
1	1481	1	103.6965	0.04068	H
1	1482	1	103.7149	0.04069	H
1	1483	1	103.7333	0.04069	H
1	1484	1	103.7517	0.04069	H
1	1485	1	103.7701	0.0407	H
1	1486	1	103.7885	0.0407	H
1	1487	1	103.807	0.04071	H
1	1488	1	103.8254	0.04071	H
1	1489	1	103.8438	0.04072	H
1	1490	1	103.8622	0.04072	H
1	1491	1	103.8806	0.04073	H
1	1492	1	103.899	0.04073	H
1	1493	1	103.9174	0.04073	H
1	1494	1	103.9357	0.04074	H
1	1495	1	103.9541	0.04074	H
1	1496	1	103.9725	0.04075	H
1	1497	1	103.9909	0.04075	H
1	1498	1	104.0093	0.04076	H
1	1499	1	104.0277	0.04076	H
1	1500	1	104.046	0.04077	H
1	1501	1	104.0644	0.04077	H
1	1502	1	104.0828	0.04078	H
1	1503	1	104.1011	0.04078	H
1	1504	1	104.1195	0.04078	H
1	1505	1	104.1379	0.04079	H
1	1506	1	104.1562	0.04079	H
1	1507	1	104.1746	0.0408	H
1	1508	1	104.1929	0.0408	H
1	1509	1	104.2113	0.04081	H
1	1510	1	104.2296	0.04081	H
1	1511	1	104.248	0.04082	H
1	1512	1	104.2663	0.04082	H
1	1513	1	104.2847	0.04082	H
1	1514	1	104.303	0.04083	H
1	1515	1	104.3213	0.04083	H
1	1516	1	104.3397	0.04084	H
1	1517	1	104.358	0.04084	H
1	1518	1	104.3763	0.04085	H
1	1519	1	104.3947	0.04085	H
1	1520	1	104.413	0.04086	H
1	1521	1	104.4313	0.04086	H
1	1522	1	104.4496	0.04086	H
1	1523	1	104.4679	0.04087	H
1	1524	1	104.4863	0.04087	H
1	1525	1	104.5046	0.04088	H
1	1526	1	104.5229	0.04088	H
1	1527	1	104.5412	0.04089	H
1	1528	1	104.5595	0.04089	H
1	1529	1	104.5778	0.04089	H
1	1530	1	104.5961	0.0409	H
