sex	age	l	m	s	loh
2	1207	1	97.5223	0.04068	H
2	1208	1	97.544	0.04068	H
2	1209	1	97.5657	0.04069	H
2	1210	1	97.5873	0.04069	H
2	1211	1	97.6089	0.0407	H
2	1212	1	97.6306	0.0407	H
2	1213	1	97.6522	0.04071	H
2	1214	1	97.6738	0.04072	H
2	1215	1	97.6954	0.04072	H
2	1216	1	97.717	0.04073	H
2	1217	1	97.7385	0.04073	H
2	1218	1	97.7601	0.04074	H
2	1219	1	97.7817	0.04074	H
2	1220	1	97.8032	0.04075	H
2	1221	1	97.8248	0.04075	H
2	1222	1	97.8463	0.04076	H
2	1223	1	97.8678	0.04076	H
2	1224	1	97.8893	0.04077	H
2	1225	1	97.9108	0.04077	H
2	1226	1	97.9323	0.04078	H
2	1227	1	97.9538	0.04078	H
2	1228	1	97.9753	0.04079	H
2	1229	1	97.9968	0.04079	H
2	1230	1	98.0182	0.0408	H
2	1231	1	98.0397	0.0408	H
2	1232	1	98.0611	0.04081	H
2	1233	1	98.0825	0.04081	H
2	1234	1	98.1039	0.04082	H
2	1235	1	98.1253	0.04082	H
2	1236	1	98.1467	0.04083	H
2	1237	1	98.1681	0.04084	H
2	1238	1	98.1895	0.04084	H
2	1239	1	98.2109	0.04085	H
2	1240	1	98.2322	0.04085	H
2	1241	1	98.2536	0.04086	H
2	1242	1	98.2749	0.04086	H
2	1243	1	98.2963	0.04087	H
2	1244	1	98.3176	0.04087	H
2	1245	1	98.3389	0.04088	H
2	1246	1	98.3602	0.04088	H
2	1247	1	98.3815	0.04089	H
2	1248	1	98.4028	0.04089	H
2	1249	1	98.4241	0.0409	H
2	1250	1	98.4453	0.0409	H
2	1251	1	98.4666	0.04091	H
2	1252	1	98.4878	0.04091	H
2	1253	1	98.5091	0.04092	H
2	1254	1	98.5303	0.04092	H
2	1255	1	98.5515	0.04093	H
2	1256	1	98.5727	0.04093	H
2	1257	1	98.5939	0.04094	H
2	1258	1	98.6151	0.04094	H
2	1259	1	98.6363	0.04095	H
2	1260	1	98.6575	0.04095	H
2	1261	1	98.6786	0.04096	H
2	1262	1	98.6998	0.04096	H
2	1263	1	98.7209	0.04097	H
2	1264	1	98.7421	0.04097	H
2	1265	1	98.7632	0.04098	H
2	1266	1	98.7843	0.04098	H
2	1267	1	98.8054	0.04099	H
2	1268	1	98.8265	0.04099	H
2	1269	1	98.8476	0.041	H
2	1270	1	98.8687	0.041	H
2	1271	1	98.8897	0.04101	H
2	1272	1	98.9108	0.04101	H
2	1273	1	98.9318	0.04102	H
2	1274	1	98.9529	0.04103	H
2	1275	1	98.9739	0.04103	H
2	1276	1	98.9949	0.04104	H
2	1277	1	99.0159	0.04104	H
2	1278	1	99.0369	0.04105	H
2	1279	1	99.0579	0.04105	H
2	1280	1	99.0789	0.04106	H
2	1281	1	99.0999	0.04106	H
2	1282	1	99.1208	0.04107	H
2	1283	1	99.1418	0.04107	H
2	1284	1	99.1628	0.04108	H
2	1285	1	99.1837	0.04108	H
2	1286	1	99.2046	0.04109	H
2	1287	1	99.2255	0.04109	H
2	1288	1	99.2464	0.0411	H
2	1289	1	99.2673	0.0411	H
2	1290	1	99.2882	0.04111	H
2	1291	1	99.3091	0.04111	H
2	1292	1	99.33	0.04112	H
2	1293	1	99.3509	0.04112	H
2	1294	1	99.3717	0.04113	H
2	1295	1	99.3926	0.04113	H
2	1296	1	99.4134	0.04114	H
2	1297	1	99.4342	0.04114	H
2	1298	1	99.455	0.04115	H
2	1299	1	99.4758	0.04115	H
2	1300	1	99.4966	0.04116	H
2	1301	1	99.5174	0.04116	H
2	1302	1	99.5382	0.04117	H
2	1303	1	99.559	0.04117	H
2	1304	1	99.5798	0.04118	H
2	1305	1	99.6005	0.04118	H
2	1306	1	99.6212	0.04119	H
2	1307	1	99.642	0.04119	H
2	1308	1	99.6627	0.0412	H
2	1309	1	99.6834	0.0412	H
2	1310	1	99.7041	0.04121	H
2	1311	1	99.7248	0.04121	H
2	1312	1	99.7455	0.04122	H
2	1313	1	99.7662	0.04122	H
2	1314	1	99.7869	0.04123	H
2	1315	1	99.8075	0.04123	H
2	1316	1	99.8282	0.04124	H
2	1317	1	99.8488	0.04124	H
2	1318	1	99.8695	0.04125	H
2	1319	1	99.8901	0.04125	H
2	1320	1	99.9107	0.04126	H
2	1321	1	99.9313	0.04126	H
2	1322	1	99.9519	0.04126	H
2	1323	1	99.9725	0.04127	H
2	1324	1	99.9931	0.04127	H
2	1325	1	100.0137	0.04128	H
2	1326	1	100.0342	0.04128	H
2	1327	1	100.0548	0.04129	H
2	1328	1	100.0753	0.04129	H
2	1329	1	100.0959	0.0413	H
2	1330	1	100.1164	0.0413	H
2	1331	1	100.1369	0.04131	H
2	1332	1	100.1574	0.04131	H
2	1333	1	100.1779	0.04132	H
2	1334	1	100.1984	0.04132	H
2	1335	1	100.2189	0.04133	H
2	1336	1	100.2394	0.04133	H
2	1337	1	100.2598	0.04134	H
2	1338	1	100.2803	0.04134	H
2	1339	1	100.3007	0.04135	H
2	1340	1	100.3212	0.04135	H
2	1341	1	100.3416	0.04136	H
2	1342	1	100.362	0.04136	H
2	1343	1	100.3824	0.04137	H
2	1344	1	100.4028	0.04137	H
2	1345	1	100.4232	0.04138	H
2	1346	1	100.4436	0.04138	H
2	1347	1	100.464	0.04139	H
2	1348	1	100.4843	0.04139	H
2	1349	1	100.5047	0.0414	H
2	1350	1	100.525	0.0414	H
2	1351	1	100.5454	0.04141	H
2	1352	1	100.5657	0.04141	H
2	1353	1	100.586	0.04142	H
2	1354	1	100.6063	0.04142	H
2	1355	1	100.6266	0.04143	H
2	1356	1	100.6469	0.04143	H
2	1357	1	100.6672	0.04144	H
2	1358	1	100.6875	0.04144	H
2	1359	1	100.7077	0.04145	H
2	1360	1	100.728	0.04145	H
2	1361	1	100.7482	0.04146	H
2	1362	1	100.7685	0.04146	H
2	1363	1	100.7887	0.04146	H
2	1364	1	100.8089	0.04147	H
2	1365	1	100.8291	0.04147	H
2	1366	1	100.8493	0.04148	H
2	1367	1	100.8695	0.04148	H
2	1368	1	100.8897	0.04149	H
2	1369	1	100.9099	0.04149	H
2	1370	1	100.9301	0.0415	H
2	1371	1	100.9502	0.0415	H
2	1372	1	100.9704	0.04151	H
2	1373	1	100.9905	0.04151	H
2	1374	1	101.0107	0.04152	H
2	1375	1	101.0308	0.04152	H
2	1376	1	101.0509	0.04153	H
2	1377	1	101.071	0.04153	H
2	1378	1	101.0911	0.04154	H
2	1379	1	101.1112	0.04154	H
2	1380	1	101.1313	0.04155	H
2	1381	1	101.1514	0.04155	H
2	1382	1	101.1714	0.04156	H
2	1383	1	101.1915	0.04156	H
2	1384	1	101.2115	0.04157	H
2	1385	1	101.2316	0.04157	H
2	1386	1	101.2516	0.04158	H
2	1387	1	101.2716	0.04158	H
2	1388	1	101.2917	0.04158	H
2	1389	1	101.3117	0.04159	H
2	1390	1	101.3317	0.04159	H
2	1391	1	101.3517	0.0416	H
2	1392	1	101.3716	0.0416	H
2	1393	1	101.3916	0.04161	H
2	1394	1	101.4116	0.04161	H
2	1395	1	101.4315	0.04162	H
2	1396	1	101.4515	0.04162	H
2	1397	1	101.4714	0.04163	H
2	1398	1	101.4914	0.04163	H
2	1399	1	101.5113	0.04164	H
2	1400	1	101.5312	0.04164	H
2	1401	1	101.5511	0.04165	H
2	1402	1	101.571	0.04165	H
2	1403	1	101.5909	0.04166	H
2	1404	1	101.6108	0.04166	H
2	1405	1	101.6306	0.04167	H
2	1406	1	101.6505	0.04167	H
2	1407	1	101.6704	0.04167	H
2	1408	1	101.6902	0.04168	H
2	1409	1	101.7101	0.04168	H
2	1410	1	101.7299	0.04169	H
2	1411	1	101.7497	0.04169	H
2	1412	1	101.7695	0.0417	H
2	1413	1	101.7893	0.0417	H
2	1414	1	101.8091	0.04171	H
2	1415	1	101.8289	0.04171	H
2	1416	1	101.8487	0.04172	H
2	1417	1	101.8685	0.04172	H
2	1418	1	101.8883	0.04173	H
2	1419	1	101.908	0.04173	H
2	1420	1	101.9278	0.04174	H
2	1421	1	101.9475	0.04174	H
2	1422	1	101.9673	0.04175	H
2	1423	1	101.987	0.04175	H
2	1424	1	102.0067	0.04175	H
2	1425	1	102.0264	0.04176	H
2	1426	1	102.0461	0.04176	H
2	1427	1	102.0658	0.04177	H
2	1428	1	102.0855	0.04177	H
2	1429	1	102.1052	0.04178	H
2	1430	1	102.1249	0.04178	H
2	1431	1	102.1446	0.04179	H
2	1432	1	102.1642	0.04179	H
2	1433	1	102.1839	0.0418	H
2	1434	1	102.2035	0.0418	H
2	1435	1	102.2232	0.04181	H
2	1436	1	102.2428	0.04181	H
2	1437	1	102.2624	0.04181	H
2	1438	1	102.282	0.04182	H
2	1439	1	102.3016	0.04182	H
2	1440	1	102.3212	0.04183	H
2	1441	1	102.3408	0.04183	H
2	1442	1	102.3604	0.04184	H
2	1443	1	102.38	0.04184	H
2	1444	1	102.3996	0.04185	H
2	1445	1	102.4191	0.04185	H
2	1446	1	102.4387	0.04186	H
2	1447	1	102.4582	0.04186	H
2	1448	1	102.4778	0.04187	H
2	1449	1	102.4973	0.04187	H
2	1450	1	102.5168	0.04187	H
2	1451	1	102.5364	0.04188	H
2	1452	1	102.5559	0.04188	H
2	1453	1	102.5754	0.04189	H
2	1454	1	102.5949	0.04189	H
2	1455	1	102.6144	0.0419	H
2	1456	1	102.6338	0.0419	H
2	1457	1	102.6533	0.04191	H
2	1458	1	102.6728	0.04191	H
2	1459	1	102.6923	0.04192	H
2	1460	1	102.7117	0.04192	H
2	1461	1	102.7312	0.04193	H
2	1462	1	102.7506	0.04193	H
2	1463	1	102.77	0.04193	H
2	1464	1	102.7895	0.04194	H
2	1465	1	102.8089	0.04194	H
2	1466	1	102.8283	0.04195	H
2	1467	1	102.8477	0.04195	H
2	1468	1	102.8671	0.04196	H
2	1469	1	102.8865	0.04196	H
2	1470	1	102.9059	0.04197	H
2	1471	1	102.9252	0.04197	H
2	1472	1	102.9446	0.04198	H
2	1473	1	102.964	0.04198	H
2	1474	1	102.9833	0.04198	H
2	1475	1	103.0027	0.04199	H
2	1476	1	103.022	0.04199	H
2	1477	1	103.0414	0.042	H
2	1478	1	103.0607	0.042	H
2	1479	1	103.08	0.04201	H
2	1480	1	103.0993	0.04201	H
2	1481	1	103.1186	0.04202	H
2	1482	1	103.1379	0.04202	H
2	1483	1	103.1572	0.04203	H
2	1484	1	103.1765	0.04203	H
2	1485	1	103.1958	0.04203	H
2	1486	1	103.2151	0.04204	H
2	1487	1	103.2343	0.04204	H
2	1488	1	103.2536	0.04205	H
2	1489	1	103.2728	0.04205	H
2	1490	1	103.2921	0.04206	H
2	1491	1	103.3113	0.04206	H
2	1492	1	103.3306	0.04207	H
2	1493	1	103.3498	0.04207	H
2	1494	1	103.369	0.04208	H
2	1495	1	103.3882	0.04208	H
2	1496	1	103.4074	0.04208	H
2	1497	1	103.4266	0.04209	H
2	1498	1	103.4458	0.04209	H
2	1499	1	103.465	0.0421	H
2	1500	1	103.4842	0.0421	H
2	1501	1	103.5034	0.04211	H
2	1502	1	103.5225	0.04211	H
2	1503	1	103.5417	0.04212	H
2	1504	1	103.5608	0.04212	H
2	1505	1	103.58	0.04212	H
2	1506	1	103.5991	0.04213	H
2	1507	1	103.6183	0.04213	H
2	1508	1	103.6374	0.04214	H
2	1509	1	103.6565	0.04214	H
2	1510	1	103.6756	0.04215	H
2	1511	1	103.6947	0.04215	H
2	1512	1	103.7138	0.04216	H
2	1513	1	103.7329	0.04216	H
2	1514	1	103.752	0.04216	H
2	1515	1	103.7711	0.04217	H
2	1516	1	103.7902	0.04217	H
2	1517	1	103.8092	0.04218	H
2	1518	1	103.8283	0.04218	H
2	1519	1	103.8473	0.04219	H
2	1520	1	103.8664	0.04219	H
2	1521	1	103.8854	0.0422	H
2	1522	1	103.9045	0.0422	H
2	1523	1	103.9235	0.0422	H
2	1524	1	103.9425	0.04221	H
2	1525	1	103.9616	0.04221	H
2	1526	1	103.9806	0.04222	H
2	1527	1	103.9996	0.04222	H
2	1528	1	104.0186	0.04223	H
2	1529	1	104.0376	0.04223	H
2	1530	1	104.0565	0.04224	H
2	1531	1	104.0755	0.04224	H
2	1532	1	104.0945	0.04224	H
2	1533	1	104.1135	0.04225	H
2	1534	1	104.1324	0.04225	H
2	1535	1	104.1514	0.04226	H
2	1536	1	104.1703	0.04226	H
2	1537	1	104.1893	0.04227	H
2	1538	1	104.2082	0.04227	H
2	1539	1	104.2271	0.04227	H
2	1540	1	104.2461	0.04228	H
2	1541	1	104.265	0.04228	H
2	1542	1	104.2839	0.04229	H
2	1543	1	104.3028	0.04229	H
2	1544	1	104.3217	0.0423	H
2	1545	1	104.3406	0.0423	H
2	1546	1	104.3595	0.04231	H
2	1547	1	104.3784	0.04231	H
2	1548	1	104.3972	0.04231	H
2	1549	1	104.4161	0.04232	H
2	1550	1	104.435	0.04232	H
2	1551	1	104.4538	0.04233	H
2	1552	1	104.4727	0.04233	H
2	1553	1	104.4915	0.04234	H
2	1554	1	104.5104	0.04234	H
2	1555	1	104.5292	0.04234	H
2	1556	1	104.548	0.04235	H
2	1557	1	104.5668	0.04235	H
2	1558	1	104.5856	0.04236	H
2	1559	1	104.6045	0.04236	H
2	1560	1	104.6233	0.04237	H
2	1561	1	104.6421	0.04237	H
2	1562	1	104.6608	0.04238	H
2	1563	1	104.6796	0.04238	H
2	1564	1	104.6984	0.04238	H
2	1565	1	104.7172	0.04239	H
2	1566	1	104.736	0.04239	H
2	1567	1	104.7547	0.0424	H
2	1568	1	104.7735	0.0424	H
2	1569	1	104.7922	0.04241	H
2	1570	1	104.811	0.04241	H
2	1571	1	104.8297	0.04241	H
2	1572	1	104.8484	0.04242	H
2	1573	1	104.8672	0.04242	H
2	1574	1	104.8859	0.04243	H
2	1575	1	104.9046	0.04243	H
2	1576	1	104.9233	0.04244	H
2	1577	1	104.942	0.04244	H
2	1578	1	104.9607	0.04244	H
2	1579	1	104.9794	0.04245	H
2	1580	1	104.9981	0.04245	H
2	1581	1	105.0167	0.04246	H
2	1582	1	105.0354	0.04246	H
2	1583	1	105.0541	0.04247	H
2	1584	1	105.0727	0.04247	H
2	1585	1	105.0914	0.04247	H
2	1586	1	105.11	0.04248	H
2	1587	1	105.1287	0.04248	H
2	1588	1	105.1473	0.04249	H
2	1589	1	105.166	0.04249	H
2	1590	1	105.1846	0.0425	H
2	1591	1	105.2032	0.0425	H
2	1592	1	105.2218	0.0425	H
2	1593	1	105.2404	0.04251	H
2	1594	1	105.259	0.04251	H
2	1595	1	105.2776	0.04252	H
2	1596	1	105.2962	0.04252	H
2	1597	1	105.3148	0.04253	H
2	1598	1	105.3334	0.04253	H
2	1599	1	105.352	0.04253	H
2	1600	1	105.3705	0.04254	H
2	1601	1	105.3891	0.04254	H
2	1602	1	105.4076	0.04255	H
2	1603	1	105.4262	0.04255	H
2	1604	1	105.4447	0.04256	H
2	1605	1	105.4633	0.04256	H
2	1606	1	105.4818	0.04256	H
2	1607	1	105.5003	0.04257	H
2	1608	1	105.5189	0.04257	H
2	1609	1	105.5374	0.04258	H
2	1610	1	105.5559	0.04258	H
2	1611	1	105.5744	0.04259	H
2	1612	1	105.5929	0.04259	H
2	1613	1	105.6114	0.04259	H
2	1614	1	105.6299	0.0426	H
2	1615	1	105.6483	0.0426	H
2	1616	1	105.6668	0.04261	H
2	1617	1	105.6853	0.04261	H
2	1618	1	105.7037	0.04262	H
2	1619	1	105.7222	0.04262	H
2	1620	1	105.7406	0.04262	H
2	1621	1	105.7591	0.04263	H
2	1622	1	105.7775	0.04263	H
2	1623	1	105.796	0.04264	H
2	1624	1	105.8144	0.04264	H
2	1625	1	105.8328	0.04264	H
2	1626	1	105.8512	0.04265	H
2	1627	1	105.8696	0.04265	H
2	1628	1	105.888	0.04266	H
2	1629	1	105.9064	0.04266	H
2	1630	1	105.9248	0.04267	H
2	1631	1	105.9432	0.04267	H
2	1632	1	105.9616	0.04267	H
2	1633	1	105.98	0.04268	H
2	1634	1	105.9983	0.04268	H
2	1635	1	106.0167	0.04269	H
2	1636	1	106.0351	0.04269	H
2	1637	1	106.0534	0.0427	H
2	1638	1	106.0718	0.0427	H
2	1639	1	106.0901	0.0427	H
2	1640	1	106.1084	0.04271	H
2	1641	1	106.1268	0.04271	H
2	1642	1	106.1451	0.04272	H
2	1643	1	106.1634	0.04272	H
2	1644	1	106.1817	0.04272	H
2	1645	1	106.2	0.04273	H
2	1646	1	106.2183	0.04273	H
2	1647	1	106.2366	0.04274	H
2	1648	1	106.2549	0.04274	H
2	1649	1	106.2732	0.04275	H
2	1650	1	106.2915	0.04275	H
2	1651	1	106.3097	0.04275	H
2	1652	1	106.328	0.04276	H
2	1653	1	106.3463	0.04276	H
2	1654	1	106.3645	0.04277	H
2	1655	1	106.3828	0.04277	H
2	1656	1	106.401	0.04277	H
2	1657	1	106.4192	0.04278	H
2	1658	1	106.4375	0.04278	H
2	1659	1	106.4557	0.04279	H
2	1660	1	106.4739	0.04279	H
2	1661	1	106.4921	0.0428	H
2	1662	1	106.5103	0.0428	H
2	1663	1	106.5285	0.0428	H
2	1664	1	106.5467	0.04281	H
2	1665	1	106.5649	0.04281	H
2	1666	1	106.5831	0.04282	H
2	1667	1	106.6013	0.04282	H
2	1668	1	106.6195	0.04282	H
2	1669	1	106.6376	0.04283	H
2	1670	1	106.6558	0.04283	H
2	1671	1	106.6739	0.04284	H
2	1672	1	106.6921	0.04284	H
2	1673	1	106.7102	0.04285	H
2	1674	1	106.7284	0.04285	H
2	1675	1	106.7465	0.04285	H
2	1676	1	106.7646	0.04286	H
2	1677	1	106.7828	0.04286	H
2	1678	1	106.8009	0.04287	H
2	1679	1	106.819	0.04287	H
2	1680	1	106.8371	0.04287	H
2	1681	1	106.8552	0.04288	H
2	1682	1	106.8733	0.04288	H
2	1683	1	106.8914	0.04289	H
2	1684	1	106.9094	0.04289	H
2	1685	1	106.9275	0.04289	H
2	1686	1	106.9456	0.0429	H
2	1687	1	106.9636	0.0429	H
2	1688	1	106.9817	0.04291	H
2	1689	1	106.9998	0.04291	H
2	1690	1	107.0178	0.04292	H
2	1691	1	107.0358	0.04292	H
2	1692	1	107.0539	0.04292	H
2	1693	1	107.0719	0.04293	H
2	1694	1	107.0899	0.04293	H
2	1695	1	107.1079	0.04294	H
2	1696	1	107.126	0.04294	H
2	1697	1	107.144	0.04294	H
2	1698	1	107.162	0.04295	H
2	1699	1	107.1799	0.04295	H
2	1700	1	107.1979	0.04296	H
2	1701	1	107.2159	0.04296	H
2	1702	1	107.2339	0.04296	H
2	1703	1	107.2519	0.04297	H
2	1704	1	107.2698	0.04297	H
2	1705	1	107.2878	0.04298	H
2	1706	1	107.3057	0.04298	H
2	1707	1	107.3237	0.04299	H
2	1708	1	107.3416	0.04299	H
2	1709	1	107.3596	0.04299	H
2	1710	1	107.3775	0.043	H
2	1711	1	107.3954	0.043	H
2	1712	1	107.4133	0.04301	H
2	1713	1	107.4312	0.04301	H
2	1714	1	107.4492	0.04301	H
2	1715	1	107.4671	0.04302	H
2	1716	1	107.4849	0.04302	H
2	1717	1	107.5028	0.04303	H
2	1718	1	107.5207	0.04303	H
2	1719	1	107.5386	0.04303	H
2	1720	1	107.5565	0.04304	H
2	1721	1	107.5743	0.04304	H
2	1722	1	107.5922	0.04305	H
2	1723	1	107.61	0.04305	H
2	1724	1	107.6279	0.04305	H
2	1725	1	107.6457	0.04306	H
2	1726	1	107.6636	0.04306	H
2	1727	1	107.6814	0.04307	H
2	1728	1	107.6992	0.04307	H
2	1729	1	107.717	0.04308	H
2	1730	1	107.7349	0.04308	H
2	1731	1	107.7527	0.04308	H
2	1732	1	107.7705	0.04309	H
2	1733	1	107.7883	0.04309	H
2	1734	1	107.806	0.0431	H
2	1735	1	107.8238	0.0431	H
2	1736	1	107.8416	0.0431	H
2	1737	1	107.8594	0.04311	H
2	1738	1	107.8772	0.04311	H
2	1739	1	107.8949	0.04312	H
2	1740	1	107.9127	0.04312	H
2	1741	1	107.9304	0.04312	H
2	1742	1	107.9482	0.04313	H
2	1743	1	107.9659	0.04313	H
2	1744	1	107.9836	0.04314	H
2	1745	1	108.0014	0.04314	H
2	1746	1	108.0191	0.04314	H
2	1747	1	108.0368	0.04315	H
2	1748	1	108.0545	0.04315	H
2	1749	1	108.0722	0.04316	H
2	1750	1	108.0899	0.04316	H
2	1751	1	108.1076	0.04316	H
2	1752	1	108.1253	0.04317	H
2	1753	1	108.143	0.04317	H
2	1754	1	108.1607	0.04318	H
2	1755	1	108.1783	0.04318	H
2	1756	1	108.196	0.04318	H
2	1757	1	108.2137	0.04319	H
2	1758	1	108.2313	0.04319	H
2	1759	1	108.249	0.0432	H
2	1760	1	108.2666	0.0432	H
2	1761	1	108.2842	0.04321	H
2	1762	1	108.3019	0.04321	H
2	1763	1	108.3195	0.04321	H
2	1764	1	108.3371	0.04322	H
2	1765	1	108.3547	0.04322	H
2	1766	1	108.3723	0.04323	H
2	1767	1	108.3899	0.04323	H
2	1768	1	108.4075	0.04323	H
2	1769	1	108.4251	0.04324	H
2	1770	1	108.4427	0.04324	H
2	1771	1	108.4603	0.04325	H
2	1772	1	108.4779	0.04325	H
2	1773	1	108.4954	0.04325	H
2	1774	1	108.513	0.04326	H
2	1775	1	108.5306	0.04326	H
2	1776	1	108.5481	0.04327	H
2	1777	1	108.5657	0.04327	H
2	1778	1	108.5832	0.04327	H
2	1779	1	108.6008	0.04328	H
2	1780	1	108.6183	0.04328	H
2	1781	1	108.6358	0.04329	H
2	1782	1	108.6533	0.04329	H
2	1783	1	108.6709	0.04329	H
2	1784	1	108.6884	0.0433	H
2	1785	1	108.7059	0.0433	H
2	1786	1	108.7234	0.04331	H
2	1787	1	108.7409	0.04331	H
2	1788	1	108.7583	0.04331	H
2	1789	1	108.7758	0.04332	H
2	1790	1	108.7933	0.04332	H
2	1791	1	108.8108	0.04333	H
2	1792	1	108.8282	0.04333	H
2	1793	1	108.8457	0.04333	H
2	1794	1	108.8632	0.04334	H
2	1795	1	108.8806	0.04334	H
2	1796	1	108.8981	0.04335	H
2	1797	1	108.9155	0.04335	H
2	1798	1	108.9329	0.04335	H
2	1799	1	108.9504	0.04336	H
2	1800	1	108.9678	0.04336	H
2	1801	1	108.9852	0.04337	H
2	1802	1	109.0026	0.04337	H
2	1803	1	109.02	0.04337	H
2	1804	1	109.0374	0.04338	H
2	1805	1	109.0548	0.04338	H
2	1806	1	109.0722	0.04339	H
2	1807	1	109.0896	0.04339	H
2	1808	1	109.107	0.04339	H
2	1809	1	109.1244	0.0434	H
2	1810	1	109.1417	0.0434	H
2	1811	1	109.1591	0.04341	H
2	1812	1	109.1764	0.04341	H
2	1813	1	109.1938	0.04341	H
2	1814	1	109.2112	0.04342	H
2	1815	1	109.2285	0.04342	H
2	1816	1	109.2458	0.04343	H
2	1817	1	109.2632	0.04343	H
2	1818	1	109.2805	0.04343	H
2	1819	1	109.2978	0.04344	H
2	1820	1	109.3151	0.04344	H
2	1821	1	109.3324	0.04345	H
2	1822	1	109.3498	0.04345	H
2	1823	1	109.3671	0.04345	H
2	1824	1	109.3844	0.04346	H
2	1825	1	109.4016	0.04346	H
2	1826	1	109.4189	0.04346	H
2	1827	1	109.4362	0.04347	H
2	1828	1	109.4535	0.04347	H
2	1829	1	109.4708	0.04348	H
2	1830	1	109.488	0.04348	H
2	1831	1	109.5053	0.04348	H
2	1832	1	109.5225	0.04349	H
2	1833	1	109.5398	0.04349	H
2	1834	1	109.557	0.0435	H
2	1835	1	109.5743	0.0435	H
2	1836	1	109.5915	0.0435	H
2	1837	1	109.6088	0.04351	H
2	1838	1	109.626	0.04351	H
2	1839	1	109.6432	0.04352	H
2	1840	1	109.6604	0.04352	H
2	1841	1	109.6776	0.04352	H
2	1842	1	109.6948	0.04353	H
2	1843	1	109.712	0.04353	H
2	1844	1	109.7292	0.04354	H
2	1845	1	109.7464	0.04354	H
2	1846	1	109.7636	0.04354	H
2	1847	1	109.7808	0.04355	H
2	1848	1	109.798	0.04355	H
2	1849	1	109.8151	0.04356	H
2	1850	1	109.8323	0.04356	H
2	1851	1	109.8494	0.04356	H
2	1852	1	109.8666	0.04357	H
2	1853	1	109.8837	0.04357	H
2	1854	1	109.9009	0.04358	H
2	1855	1	109.918	0.04358	H
2	1856	1	109.9352	0.04358	H
