sex	height	l	m	s	lorh
2	68.9	-0.3833	8.0806	0.09072	H
2	69	-0.3833	8.1012	0.09071	H
2	69.1	-0.3833	8.1218	0.0907	H
2	69.2	-0.3833	8.1424	0.09069	H
2	69.3	-0.3833	8.163	0.09068	H
2	69.4	-0.3833	8.1835	0.09067	H
2	69.5	-0.3833	8.2039	0.09065	H
2	69.6	-0.3833	8.2244	0.09064	H
2	69.7	-0.3833	8.2448	0.09063	H
2	69.8	-0.3833	8.2651	0.09062	H
2	69.9	-0.3833	8.2855	0.09061	H
2	70	-0.3833	8.3058	0.09059	H
2	70.1	-0.3833	8.3261	0.09058	H
2	70.2	-0.3833	8.3464	0.09057	H
2	70.3	-0.3833	8.3666	0.09056	H
2	70.4	-0.3833	8.3869	0.09055	H
2	70.5	-0.3833	8.4071	0.09053	H
2	70.6	-0.3833	8.4273	0.09052	H
2	70.7	-0.3833	8.4474	0.09051	H
2	70.8	-0.3833	8.4676	0.0905	H
2	70.9	-0.3833	8.4877	0.09048	H
2	71	-0.3833	8.5078	0.09047	H
2	71.1	-0.3833	8.5278	0.09046	H
2	71.2	-0.3833	8.5479	0.09045	H
2	71.3	-0.3833	8.5679	0.09043	H
2	71.4	-0.3833	8.5879	0.09042	H
2	71.5	-0.3833	8.6078	0.09041	H
2	71.6	-0.3833	8.6277	0.0904	H
2	71.7	-0.3833	8.6476	0.09039	H
2	71.8	-0.3833	8.6674	0.09037	H
2	71.9	-0.3833	8.6872	0.09036	H
2	72	-0.3833	8.707	0.09035	H
2	72.1	-0.3833	8.7267	0.09034	H
2	72.2	-0.3833	8.7464	0.09032	H
2	72.3	-0.3833	8.7661	0.09031	H
2	72.4	-0.3833	8.7857	0.0903	H
2	72.5	-0.3833	8.8053	0.09028	H
2	72.6	-0.3833	8.8248	0.09027	H
2	72.7	-0.3833	8.8443	0.09026	H
2	72.8	-0.3833	8.8638	0.09025	H
2	72.9	-0.3833	8.8831	0.09023	H
2	73	-0.3833	8.9025	0.09022	H
2	73.1	-0.3833	8.9217	0.09021	H
2	73.2	-0.3833	8.941	0.0902	H
2	73.3	-0.3833	8.9601	0.09018	H
2	73.4	-0.3833	8.9792	0.09017	H
2	73.5	-0.3833	8.9983	0.09016	H
2	73.6	-0.3833	9.0173	0.09014	H
2	73.7	-0.3833	9.0363	0.09013	H
2	73.8	-0.3833	9.0552	0.09012	H
2	73.9	-0.3833	9.074	0.09011	H
2	74	-0.3833	9.0928	0.09009	H
2	74.1	-0.3833	9.1116	0.09008	H
2	74.2	-0.3833	9.1303	0.09007	H
2	74.3	-0.3833	9.149	0.09005	H
2	74.4	-0.3833	9.1676	0.09004	H
2	74.5	-0.3833	9.1862	0.09003	H
2	74.6	-0.3833	9.2048	0.09001	H
2	74.7	-0.3833	9.2233	0.09	H
2	74.8	-0.3833	9.2418	0.08999	H
2	74.9	-0.3833	9.2602	0.08997	H
2	75	-0.3833	9.2786	0.08996	H
2	75.1	-0.3833	9.297	0.08995	H
2	75.2	-0.3833	9.3154	0.08993	H
2	75.3	-0.3833	9.3337	0.08992	H
2	75.4	-0.3833	9.352	0.08991	H
2	75.5	-0.3833	9.3703	0.08989	H
2	75.6	-0.3833	9.3886	0.08988	H
2	75.7	-0.3833	9.4069	0.08987	H
2	75.8	-0.3833	9.4252	0.08985	H
2	75.9	-0.3833	9.4435	0.08984	H
2	76	-0.3833	9.4617	0.08983	H
2	76.1	-0.3833	9.48	0.08981	H
2	76.2	-0.3833	9.4983	0.0898	H
2	76.3	-0.3833	9.5166	0.08979	H
2	76.4	-0.3833	9.535	0.08977	H
2	76.5	-0.3833	9.5533	0.08976	H
2	76.6	-0.3833	9.5717	0.08975	H
2	76.7	-0.3833	9.5901	0.08973	H
2	76.8	-0.3833	9.6086	0.08972	H
2	76.9	-0.3833	9.6271	0.08971	H
2	77	-0.3833	9.6456	0.08969	H
2	77.1	-0.3833	9.6642	0.08968	H
2	77.2	-0.3833	9.6828	0.08966	H
2	77.3	-0.3833	9.7015	0.08965	H
2	77.4	-0.3833	9.7202	0.08964	H
2	77.5	-0.3833	9.739	0.08963	H
2	77.6	-0.3833	9.7578	0.08961	H
2	77.7	-0.3833	9.7767	0.0896	H
2	77.8	-0.3833	9.7957	0.08959	H
2	77.9	-0.3833	9.8147	0.08957	H
2	78	-0.3833	9.8338	0.08956	H
2	78.1	-0.3833	9.853	0.08955	H
2	78.2	-0.3833	9.8722	0.08953	H
2	78.3	-0.3833	9.8915	0.08952	H
2	78.4	-0.3833	9.9109	0.08951	H
2	78.5	-0.3833	9.9303	0.0895	H
2	78.6	-0.3833	9.9499	0.08948	H
2	78.7	-0.3833	9.9695	0.08947	H
2	78.8	-0.3833	9.9892	0.08946	H
2	78.9	-0.3833	10.009	0.08945	H
2	79	-0.3833	10.0289	0.08943	H
2	79.1	-0.3833	10.0489	0.08942	H
2	79.2	-0.3833	10.069	0.08941	H
2	79.3	-0.3833	10.0891	0.0894	H
2	79.4	-0.3833	10.1094	0.08939	H
2	79.5	-0.3833	10.1298	0.08937	H
2	79.6	-0.3833	10.1503	0.08936	H
2	79.7	-0.3833	10.1709	0.08935	H
2	79.8	-0.3833	10.1916	0.08934	H
2	79.9	-0.3833	10.2123	0.08933	H
2	80	-0.3833	10.2332	0.08932	H
2	80.1	-0.3833	10.2542	0.0893	H
2	80.2	-0.3833	10.2753	0.08929	H
2	80.3	-0.3833	10.2965	0.08928	H
2	80.4	-0.3833	10.3178	0.08927	H
2	80.5	-0.3833	10.3393	0.08926	H
2	80.6	-0.3833	10.3608	0.08925	H
2	80.7	-0.3833	10.3824	0.08924	H
2	80.8	-0.3833	10.4041	0.08923	H
2	80.9	-0.3833	10.4258	0.08922	H
2	81	-0.3833	10.4477	0.08921	H
2	81.1	-0.3833	10.4697	0.0892	H
2	81.2	-0.3833	10.4918	0.08919	H
2	81.3	-0.3833	10.514	0.08918	H
2	81.4	-0.3833	10.5363	0.08917	H
2	81.5	-0.3833	10.5586	0.08916	H
2	81.6	-0.3833	10.5811	0.08915	H
2	81.7	-0.3833	10.6037	0.08915	H
2	81.8	-0.3833	10.6263	0.08914	H
2	81.9	-0.3833	10.6491	0.08913	H
2	82	-0.3833	10.6719	0.08912	H
2	82.1	-0.3833	10.6948	0.08911	H
2	82.2	-0.3833	10.7178	0.0891	H
2	82.3	-0.3833	10.741	0.0891	H
2	82.4	-0.3833	10.7641	0.08909	H
2	82.5	-0.3833	10.7874	0.08908	H
2	82.6	-0.3833	10.8108	0.08907	H
2	82.7	-0.3833	10.8343	0.08907	H
2	82.8	-0.3833	10.8578	0.08906	H
2	82.9	-0.3833	10.8814	0.08905	H
2	83	-0.3833	10.9051	0.08905	H
2	83.1	-0.3833	10.9289	0.08904	H
2	83.2	-0.3833	10.9527	0.08903	H
2	83.3	-0.3833	10.9767	0.08903	H
2	83.4	-0.3833	11.0007	0.08902	H
2	83.5	-0.3833	11.0248	0.08902	H
2	83.6	-0.3833	11.0489	0.08901	H
2	83.7	-0.3833	11.0731	0.08901	H
2	83.8	-0.3833	11.0974	0.089	H
2	83.9	-0.3833	11.1218	0.089	H
2	84	-0.3833	11.1462	0.08899	H
2	84.1	-0.3833	11.1707	0.08899	H
2	84.2	-0.3833	11.1952	0.08899	H
2	84.3	-0.3833	11.2198	0.08898	H
2	84.4	-0.3833	11.2444	0.08898	H
2	84.5	-0.3833	11.2691	0.08897	H
2	84.6	-0.3833	11.2939	0.08897	H
2	84.7	-0.3833	11.3187	0.08897	H
2	84.8	-0.3833	11.3435	0.08897	H
2	84.9	-0.3833	11.3684	0.08896	H
2	85	-0.3833	11.3934	0.08896	H
2	85.1	-0.3833	11.4183	0.08896	H
2	85.2	-0.3833	11.4434	0.08896	H
2	85.3	-0.3833	11.4684	0.08895	H
2	85.4	-0.3833	11.4935	0.08895	H
2	85.5	-0.3833	11.5186	0.08895	H
2	85.6	-0.3833	11.5437	0.08895	H
2	85.7	-0.3833	11.5689	0.08895	H
2	85.8	-0.3833	11.594	0.08895	H
2	85.9	-0.3833	11.6192	0.08895	H
2	86	-0.3833	11.6444	0.08895	H
2	86.1	-0.3833	11.6696	0.08895	H
2	86.2	-0.3833	11.6948	0.08895	H
2	86.3	-0.3833	11.7201	0.08895	H
2	86.4	-0.3833	11.7453	0.08895	H
2	86.5	-0.3833	11.7705	0.08895	H
2	86.6	-0.3833	11.7957	0.08895	H
2	86.7	-0.3833	11.8209	0.08895	H
2	86.8	-0.3833	11.8461	0.08895	H
2	86.9	-0.3833	11.8713	0.08896	H
2	87	-0.3833	11.8965	0.08896	H
2	87.1	-0.3833	11.9217	0.08896	H
2	87.2	-0.3833	11.9468	0.08896	H
2	87.3	-0.3833	11.972	0.08896	H
2	87.4	-0.3833	11.9971	0.08897	H
2	87.5	-0.3833	12.0223	0.08897	H
2	87.6	-0.3833	12.0474	0.08897	H
2	87.7	-0.3833	12.0725	0.08898	H
2	87.8	-0.3833	12.0976	0.08898	H
2	87.9	-0.3833	12.1227	0.08898	H
2	88	-0.3833	12.1478	0.08899	H
2	88.1	-0.3833	12.1728	0.08899	H
2	88.2	-0.3833	12.1978	0.089	H
2	88.3	-0.3833	12.2229	0.089	H
2	88.4	-0.3833	12.2479	0.08901	H
2	88.5	-0.3833	12.2729	0.08901	H
2	88.6	-0.3833	12.2978	0.08902	H
2	88.7	-0.3833	12.3228	0.08902	H
2	88.8	-0.3833	12.3477	0.08903	H
2	88.9	-0.3833	12.3727	0.08903	H
2	89	-0.3833	12.3976	0.08904	H
2	89.1	-0.3833	12.4225	0.08904	H
2	89.2	-0.3833	12.4474	0.08905	H
2	89.3	-0.3833	12.4723	0.08906	H
2	89.4	-0.3833	12.4971	0.08906	H
2	89.5	-0.3833	12.522	0.08907	H
2	89.6	-0.3833	12.5468	0.08908	H
2	89.7	-0.3833	12.5717	0.08909	H
2	89.8	-0.3833	12.5965	0.08909	H
2	89.9	-0.3833	12.6213	0.0891	H
2	90	-0.3833	12.6461	0.08911	H
2	90.1	-0.3833	12.6709	0.08912	H
2	90.2	-0.3833	12.6957	0.08912	H
2	90.3	-0.3833	12.7205	0.08913	H
2	90.4	-0.3833	12.7453	0.08914	H
2	90.5	-0.3833	12.77	0.08915	H
2	90.6	-0.3833	12.7948	0.08916	H
2	90.7	-0.3833	12.8196	0.08917	H
2	90.8	-0.3833	12.8443	0.08918	H
2	90.9	-0.3833	12.8691	0.08919	H
2	91	-0.3833	12.8939	0.0892	H
2	91.1	-0.3833	12.9186	0.08921	H
2	91.2	-0.3833	12.9434	0.08922	H
2	91.3	-0.3833	12.9681	0.08923	H
2	91.4	-0.3833	12.9929	0.08924	H
2	91.5	-0.3833	13.0177	0.08925	H
2	91.6	-0.3833	13.0424	0.08926	H
2	91.7	-0.3833	13.0672	0.08927	H
2	91.8	-0.3833	13.092	0.08928	H
2	91.9	-0.3833	13.1167	0.0893	H
2	92	-0.3833	13.1415	0.08931	H
2	92.1	-0.3833	13.1663	0.08932	H
2	92.2	-0.3833	13.1911	0.08933	H
2	92.3	-0.3833	13.2158	0.08934	H
2	92.4	-0.3833	13.2406	0.08936	H
2	92.5	-0.3833	13.2654	0.08937	H
2	92.6	-0.3833	13.2902	0.08938	H
2	92.7	-0.3833	13.3151	0.0894	H
2	92.8	-0.3833	13.3399	0.08941	H
2	92.9	-0.3833	13.3647	0.08942	H
2	93	-0.3833	13.3896	0.08944	H
2	93.1	-0.3833	13.4145	0.08945	H
2	93.2	-0.3833	13.4394	0.08947	H
2	93.3	-0.3833	13.4643	0.08948	H
2	93.4	-0.3833	13.4892	0.08949	H
2	93.5	-0.3833	13.5142	0.08951	H
2	93.6	-0.3833	13.5391	0.08952	H
2	93.7	-0.3833	13.5641	0.08954	H
2	93.8	-0.3833	13.5892	0.08955	H
2	93.9	-0.3833	13.6142	0.08957	H
2	94	-0.3833	13.6393	0.08959	H
2	94.1	-0.3833	13.6644	0.0896	H
2	94.2	-0.3833	13.6895	0.08962	H
2	94.3	-0.3833	13.7146	0.08963	H
2	94.4	-0.3833	13.7398	0.08965	H
2	94.5	-0.3833	13.765	0.08967	H
2	94.6	-0.3833	13.7902	0.08968	H
2	94.7	-0.3833	13.8155	0.0897	H
2	94.8	-0.3833	13.8408	0.08972	H
2	94.9	-0.3833	13.8661	0.08974	H
2	95	-0.3833	13.8914	0.08975	H
2	95.1	-0.3833	13.9168	0.08977	H
2	95.2	-0.3833	13.9422	0.08979	H
2	95.3	-0.3833	13.9676	0.08981	H
2	95.4	-0.3833	13.9931	0.08983	H
2	95.5	-0.3833	14.0186	0.08984	H
2	95.6	-0.3833	14.0441	0.08986	H
2	95.7	-0.3833	14.0697	0.08988	H
2	95.8	-0.3833	14.0953	0.0899	H
2	95.9	-0.3833	14.1209	0.08992	H
2	96	-0.3833	14.1466	0.08994	H
2	96.1	-0.3833	14.1724	0.08996	H
2	96.2	-0.3833	14.1981	0.08998	H
2	96.3	-0.3833	14.2239	0.09	H
2	96.4	-0.3833	14.2498	0.09002	H
2	96.5	-0.3833	14.2757	0.09004	H
2	96.6	-0.3833	14.3016	0.09006	H
2	96.7	-0.3833	14.3276	0.09008	H
2	96.8	-0.3833	14.3537	0.0901	H
2	96.9	-0.3833	14.3798	0.09012	H
2	97	-0.3833	14.4059	0.09015	H
2	97.1	-0.3833	14.4321	0.09017	H
2	97.2	-0.3833	14.4584	0.09019	H
2	97.3	-0.3833	14.4848	0.09021	H
2	97.4	-0.3833	14.5112	0.09023	H
2	97.5	-0.3833	14.5376	0.09026	H
2	97.6	-0.3833	14.5642	0.09028	H
2	97.7	-0.3833	14.5908	0.0903	H
2	97.8	-0.3833	14.6174	0.09033	H
2	97.9	-0.3833	14.6442	0.09035	H
2	98	-0.3833	14.671	0.09037	H
2	98.1	-0.3833	14.6979	0.0904	H
2	98.2	-0.3833	14.7248	0.09042	H
2	98.3	-0.3833	14.7519	0.09044	H
2	98.4	-0.3833	14.779	0.09047	H
2	98.5	-0.3833	14.8062	0.09049	H
2	98.6	-0.3833	14.8334	0.09052	H
2	98.7	-0.3833	14.8608	0.09054	H
2	98.8	-0.3833	14.8882	0.09057	H
2	98.9	-0.3833	14.9157	0.09059	H
2	99	-0.3833	14.9434	0.09062	H
2	99.1	-0.3833	14.9711	0.09064	H
2	99.2	-0.3833	14.9989	0.09067	H
2	99.3	-0.3833	15.0267	0.09069	H
2	99.4	-0.3833	15.0547	0.09072	H
2	99.5	-0.3833	15.0828	0.09075	H
2	99.6	-0.3833	15.1109	0.09077	H
2	99.7	-0.3833	15.1392	0.0908	H
2	99.8	-0.3833	15.1676	0.09083	H
2	99.9	-0.3833	15.196	0.09085	H
2	100	-0.3833	15.2246	0.09088	H
2	100.1	-0.3833	15.2532	0.09091	H
2	100.2	-0.3833	15.2819	0.09093	H
2	100.3	-0.3833	15.3108	0.09096	H
2	100.4	-0.3833	15.3397	0.09099	H
2	100.5	-0.3833	15.3687	0.09102	H
2	100.6	-0.3833	15.3979	0.09105	H
2	100.7	-0.3833	15.4271	0.09107	H
2	100.8	-0.3833	15.4564	0.0911	H
2	100.9	-0.3833	15.4858	0.09113	H
2	101	-0.3833	15.5154	0.09116	H
2	101.1	-0.3833	15.545	0.09119	H
2	101.2	-0.3833	15.5747	0.09122	H
2	101.3	-0.3833	15.6046	0.09125	H
2	101.4	-0.3833	15.6345	0.09128	H
2	101.5	-0.3833	15.6646	0.09131	H
2	101.6	-0.3833	15.6947	0.09133	H
2	101.7	-0.3833	15.725	0.09136	H
2	101.8	-0.3833	15.7553	0.09139	H
2	101.9	-0.3833	15.7858	0.09142	H
2	102	-0.3833	15.8164	0.09146	H
2	102.1	-0.3833	15.847	0.09149	H
2	102.2	-0.3833	15.8778	0.09152	H
2	102.3	-0.3833	15.9087	0.09155	H
2	102.4	-0.3833	15.9396	0.09158	H
2	102.5	-0.3833	15.9707	0.09161	H
2	102.6	-0.3833	16.0019	0.09164	H
2	102.7	-0.3833	16.0332	0.09167	H
2	102.8	-0.3833	16.0645	0.0917	H
2	102.9	-0.3833	16.096	0.09173	H
2	103	-0.3833	16.1276	0.09177	H
2	103.1	-0.3833	16.1593	0.0918	H
2	103.2	-0.3833	16.191	0.09183	H
2	103.3	-0.3833	16.2229	0.09186	H
2	103.4	-0.3833	16.2549	0.0919	H
2	103.5	-0.3833	16.287	0.09193	H
2	103.6	-0.3833	16.3191	0.09196	H
2	103.7	-0.3833	16.3514	0.09199	H
2	103.8	-0.3833	16.3837	0.09203	H
2	103.9	-0.3833	16.4162	0.09206	H
2	104	-0.3833	16.4488	0.09209	H
2	104.1	-0.3833	16.4814	0.09213	H
2	104.2	-0.3833	16.5142	0.09216	H
2	104.3	-0.3833	16.547	0.09219	H
2	104.4	-0.3833	16.58	0.09223	H
2	104.5	-0.3833	16.6131	0.09226	H
2	104.6	-0.3833	16.6462	0.09229	H
2	104.7	-0.3833	16.6795	0.09233	H
2	104.8	-0.3833	16.7129	0.09236	H
2	104.9	-0.3833	16.7464	0.0924	H
2	105	-0.3833	16.78	0.09243	H
2	105.1	-0.3833	16.8137	0.09247	H
2	105.2	-0.3833	16.8475	0.0925	H
2	105.3	-0.3833	16.8814	0.09254	H
2	105.4	-0.3833	16.9154	0.09257	H
2	105.5	-0.3833	16.9496	0.09261	H
2	105.6	-0.3833	16.9838	0.09264	H
2	105.7	-0.3833	17.0182	0.09268	H
2	105.8	-0.3833	17.0527	0.09271	H
2	105.9	-0.3833	17.0873	0.09275	H
2	106	-0.3833	17.122	0.09278	H
2	106.1	-0.3833	17.1569	0.09282	H
2	106.2	-0.3833	17.1918	0.09286	H
2	106.3	-0.3833	17.2269	0.09289	H
2	106.4	-0.3833	17.262	0.09293	H
2	106.5	-0.3833	17.2973	0.09296	H
2	106.6	-0.3833	17.3327	0.093	H
2	106.7	-0.3833	17.3683	0.09304	H
2	106.8	-0.3833	17.4039	0.09307	H
2	106.9	-0.3833	17.4397	0.09311	H
2	107	-0.3833	17.4755	0.09315	H
2	107.1	-0.3833	17.5115	0.09318	H
2	107.2	-0.3833	17.5476	0.09322	H
2	107.3	-0.3833	17.5839	0.09326	H
2	107.4	-0.3833	17.6202	0.09329	H
2	107.5	-0.3833	17.6567	0.09333	H
2	107.6	-0.3833	17.6932	0.09337	H
2	107.7	-0.3833	17.7299	0.09341	H
2	107.8	-0.3833	17.7668	0.09344	H
2	107.9	-0.3833	17.8037	0.09348	H
2	108	-0.3833	17.8407	0.09352	H
2	108.1	-0.3833	17.8779	0.09356	H
2	108.2	-0.3833	17.9152	0.09359	H
2	108.3	-0.3833	17.9526	0.09363	H
2	108.4	-0.3833	17.9901	0.09367	H
2	108.5	-0.3833	18.0277	0.09371	H
2	108.6	-0.3833	18.0654	0.09375	H
2	108.7	-0.3833	18.1033	0.09378	H
2	108.8	-0.3833	18.1412	0.09382	H
2	108.9	-0.3833	18.1792	0.09386	H
2	109	-0.3833	18.2174	0.0939	H
2	109.1	-0.3833	18.2556	0.09394	H
2	109.2	-0.3833	18.294	0.09397	H
2	109.3	-0.3833	18.3324	0.09401	H
2	109.4	-0.3833	18.371	0.09405	H
2	109.5	-0.3833	18.4096	0.09409	H
2	109.6	-0.3833	18.4484	0.09413	H
2	109.7	-0.3833	18.4872	0.09417	H
2	109.8	-0.3833	18.5262	0.09421	H
2	109.9	-0.3833	18.5652	0.09424	H
2	110	-0.3833	18.6043	0.09428	H
2	110.1	-0.3833	18.6436	0.09432	H
2	110.2	-0.3833	18.6829	0.09436	H
2	110.3	-0.3833	18.7223	0.0944	H
2	110.4	-0.3833	18.7618	0.09444	H
2	110.5	-0.3833	18.8015	0.09448	H
2	110.6	-0.3833	18.8412	0.09452	H
2	110.7	-0.3833	18.8809	0.09456	H
2	110.8	-0.3833	18.9208	0.0946	H
2	110.9	-0.3833	18.9608	0.09464	H
2	111	-0.3833	19.0009	0.09467	H
2	111.1	-0.3833	19.041	0.09471	H
2	111.2	-0.3833	19.0812	0.09475	H
2	111.3	-0.3833	19.1215	0.09479	H
2	111.4	-0.3833	19.1619	0.09483	H
2	111.5	-0.3833	19.2024	0.09487	H
2	111.6	-0.3833	19.243	0.09491	H
2	111.7	-0.3833	19.2836	0.09495	H
2	111.8	-0.3833	19.3243	0.09499	H
2	111.9	-0.3833	19.3651	0.09503	H
2	112	-0.3833	19.406	0.09507	H
2	112.1	-0.3833	19.447	0.09511	H
2	112.2	-0.3833	19.488	0.09515	H
2	112.3	-0.3833	19.5291	0.09519	H
2	112.4	-0.3833	19.5703	0.09523	H
2	112.5	-0.3833	19.6116	0.09527	H
2	112.6	-0.3833	19.6529	0.09531	H
2	112.7	-0.3833	19.6943	0.09534	H
2	112.8	-0.3833	19.7358	0.09538	H
2	112.9	-0.3833	19.7774	0.09542	H
2	113	-0.3833	19.819	0.09546	H
2	113.1	-0.3833	19.8607	0.0955	H
2	113.2	-0.3833	19.9024	0.09554	H
2	113.3	-0.3833	19.9442	0.09558	H
2	113.4	-0.3833	19.9861	0.09562	H
2	113.5	-0.3833	20.028	0.09566	H
2	113.6	-0.3833	20.07	0.0957	H
2	113.7	-0.3833	20.112	0.09574	H
2	113.8	-0.3833	20.1541	0.09578	H
2	113.9	-0.3833	20.1963	0.09582	H
2	114	-0.3833	20.2385	0.09586	H
2	114.1	-0.3833	20.2807	0.0959	H
2	114.2	-0.3833	20.323	0.09594	H
2	114.3	-0.3833	20.3653	0.09598	H
2	114.4	-0.3833	20.4077	0.09602	H
2	114.5	-0.3833	20.4502	0.09606	H
2	114.6	-0.3833	20.4926	0.0961	H
2	114.7	-0.3833	20.5351	0.09614	H
2	114.8	-0.3833	20.5777	0.09618	H
2	114.9	-0.3833	20.6203	0.09622	H
2	115	-0.3833	20.6629	0.09626	H
2	115.1	-0.3833	20.7056	0.0963	H
2	115.2	-0.3833	20.7483	0.09634	H
2	115.3	-0.3833	20.791	0.09638	H
2	115.4	-0.3833	20.8338	0.09642	H
2	115.5	-0.3833	20.8766	0.09646	H
2	115.6	-0.3833	20.9194	0.0965	H
2	115.7	-0.3833	20.9622	0.09654	H
2	115.8	-0.3833	21.0051	0.09658	H
2	115.9	-0.3833	21.048	0.09662	H
2	116	-0.3833	21.0909	0.09666	H
2	116.1	-0.3833	21.1339	0.0967	H
2	116.2	-0.3833	21.1769	0.09674	H
2	116.3	-0.3833	21.2199	0.09678	H
2	116.4	-0.3833	21.2629	0.09682	H
2	116.5	-0.3833	21.3059	0.09686	H
2	116.6	-0.3833	21.3489	0.09691	H
2	116.7	-0.3833	21.392	0.09695	H
2	116.8	-0.3833	21.4351	0.09699	H
2	116.9	-0.3833	21.4782	0.09703	H
2	117	-0.3833	21.5213	0.09707	H
2	117.1	-0.3833	21.5644	0.09711	H
2	117.2	-0.3833	21.6075	0.09715	H
2	117.3	-0.3833	21.6507	0.09719	H
2	117.4	-0.3833	21.6938	0.09723	H
2	117.5	-0.3833	21.737	0.09727	H
2	117.6	-0.3833	21.7802	0.09731	H
2	117.7	-0.3833	21.8233	0.09735	H
2	117.8	-0.3833	21.8665	0.09739	H
2	117.9	-0.3833	21.9097	0.09743	H
2	118	-0.3833	21.9529	0.09747	H
2	118.1	-0.3833	21.9961	0.09751	H
2	118.2	-0.3833	22.0393	0.09755	H
2	118.3	-0.3833	22.0825	0.09759	H
2	118.4	-0.3833	22.1258	0.09763	H
2	118.5	-0.3833	22.169	0.09767	H
2	118.6	-0.3833	22.2122	0.09771	H
2	118.7	-0.3833	22.2554	0.09775	H
2	118.8	-0.3833	22.2986	0.0978	H
2	118.9	-0.3833	22.3419	0.09784	H
2	119	-0.3833	22.3851	0.09788	H
2	119.1	-0.3833	22.4283	0.09792	H
2	119.2	-0.3833	22.4715	0.09796	H
2	119.3	-0.3833	22.5148	0.098	H
2	119.4	-0.3833	22.558	0.09804	H
2	119.5	-0.3833	22.6012	0.09808	H
2	119.6	-0.3833	22.6444	0.09812	H
2	119.7	-0.3833	22.6877	0.09816	H
2	119.8	-0.3833	22.7309	0.0982	H
2	119.9	-0.3833	22.7741	0.09824	H
2	120	-0.3833	22.8173	0.09828	H
