sex	length	l	m	s	lorh
1	103.9	-0.3521	16.2902	0.08392	L
1	104	-0.3521	16.3204	0.08397	L
1	104.1	-0.3521	16.3508	0.08403	L
1	104.2	-0.3521	16.3812	0.08408	L
1	104.3	-0.3521	16.4117	0.08414	L
1	104.4	-0.3521	16.4422	0.08419	L
1	104.5	-0.3521	16.4728	0.08425	L
1	104.6	-0.3521	16.5035	0.08431	L
1	104.7	-0.3521	16.5342	0.08436	L
1	104.8	-0.3521	16.565	0.08442	L
1	104.9	-0.3521	16.5959	0.08447	L
1	105	-0.3521	16.6268	0.08453	L
1	105.1	-0.3521	16.6579	0.08458	L
1	105.2	-0.3521	16.6889	0.08464	L
1	105.3	-0.3521	16.7201	0.0847	L
1	105.4	-0.3521	16.7513	0.08475	L
1	105.5	-0.3521	16.7826	0.08481	L
1	105.6	-0.3521	16.8139	0.08487	L
1	105.7	-0.3521	16.8454	0.08493	L
1	105.8	-0.3521	16.8769	0.08498	L
1	105.9	-0.3521	16.9084	0.08504	L
1	106	-0.3521	16.9401	0.0851	L
1	106.1	-0.3521	16.9718	0.08516	L
1	106.2	-0.3521	17.0036	0.08521	L
1	106.3	-0.3521	17.0355	0.08527	L
1	106.4	-0.3521	17.0674	0.08533	L
1	106.5	-0.3521	17.0995	0.08539	L
1	106.6	-0.3521	17.1316	0.08545	L
1	106.7	-0.3521	17.1637	0.08551	L
1	106.8	-0.3521	17.196	0.08557	L
1	106.9	-0.3521	17.2283	0.08562	L
1	107	-0.3521	17.2607	0.08568	L
1	107.1	-0.3521	17.2931	0.08574	L
1	107.2	-0.3521	17.3256	0.0858	L
1	107.3	-0.3521	17.3582	0.08586	L
1	107.4	-0.3521	17.3909	0.08592	L
1	107.5	-0.3521	17.4237	0.08599	L
1	107.6	-0.3521	17.4565	0.08605	L
1	107.7	-0.3521	17.4894	0.08611	L
1	107.8	-0.3521	17.5224	0.08617	L
1	107.9	-0.3521	17.5554	0.08623	L
1	108	-0.3521	17.5885	0.08629	L
1	108.1	-0.3521	17.6217	0.08635	L
1	108.2	-0.3521	17.655	0.08641	L
1	108.3	-0.3521	17.6884	0.08648	L
1	108.4	-0.3521	17.7218	0.08654	L
1	108.5	-0.3521	17.7553	0.0866	L
1	108.6	-0.3521	17.7889	0.08666	L
1	108.7	-0.3521	17.8226	0.08673	L
1	108.8	-0.3521	17.8564	0.08679	L
1	108.9	-0.3521	17.8903	0.08685	L
1	109	-0.3521	17.9242	0.08691	L
1	109.1	-0.3521	17.9583	0.08698	L
1	109.2	-0.3521	17.9924	0.08704	L
1	109.3	-0.3521	18.0267	0.0871	L
1	109.4	-0.3521	18.061	0.08717	L
1	109.5	-0.3521	18.0954	0.08723	L
1	109.6	-0.3521	18.1299	0.0873	L
1	109.7	-0.3521	18.1645	0.08736	L
1	109.8	-0.3521	18.1992	0.08742	L
1	109.9	-0.3521	18.234	0.08749	L
1	110	-0.3521	18.2689	0.08755	L
2	45	-0.3833	2.4607	0.09029	L
2	45.1	-0.3833	2.4777	0.0903	L
2	45.2	-0.3833	2.4947	0.0903	L
2	45.3	-0.3833	2.5117	0.09031	L
2	45.4	-0.3833	2.5287	0.09032	L
2	45.5	-0.3833	2.5457	0.09033	L
2	45.6	-0.3833	2.5627	0.09033	L
2	45.7	-0.3833	2.5797	0.09034	L
2	45.8	-0.3833	2.5967	0.09035	L
2	45.9	-0.3833	2.6137	0.09036	L
2	46	-0.3833	2.6306	0.09037	L
2	46.1	-0.3833	2.6476	0.09037	L
2	46.2	-0.3833	2.6646	0.09038	L
2	46.3	-0.3833	2.6816	0.09039	L
2	46.4	-0.3833	2.6986	0.0904	L
2	46.5	-0.3833	2.7155	0.0904	L
2	46.6	-0.3833	2.7326	0.09041	L
2	46.7	-0.3833	2.7496	0.09042	L
2	46.8	-0.3833	2.7666	0.09043	L
2	46.9	-0.3833	2.7837	0.09044	L
2	47	-0.3833	2.8007	0.09044	L
2	47.1	-0.3833	2.8179	0.09045	L
2	47.2	-0.3833	2.835	0.09046	L
2	47.3	-0.3833	2.8522	0.09047	L
2	47.4	-0.3833	2.8694	0.09047	L
2	47.5	-0.3833	2.8867	0.09048	L
2	47.6	-0.3833	2.9041	0.09049	L
2	47.7	-0.3833	2.9215	0.0905	L
2	47.8	-0.3833	2.939	0.0905	L
2	47.9	-0.3833	2.9565	0.09051	L
2	48	-0.3833	2.9741	0.09052	L
2	48.1	-0.3833	2.9918	0.09053	L
2	48.2	-0.3833	3.0096	0.09054	L
2	48.3	-0.3833	3.0275	0.09054	L
2	48.4	-0.3833	3.0455	0.09055	L
2	48.5	-0.3833	3.0636	0.09056	L
2	48.6	-0.3833	3.0818	0.09057	L
2	48.7	-0.3833	3.1001	0.09057	L
2	48.8	-0.3833	3.1186	0.09058	L
2	48.9	-0.3833	3.1372	0.09059	L
2	49	-0.3833	3.156	0.0906	L
2	49.1	-0.3833	3.1749	0.09061	L
2	49.2	-0.3833	3.1939	0.09061	L
2	49.3	-0.3833	3.2131	0.09062	L
2	49.4	-0.3833	3.2325	0.09063	L
2	49.5	-0.3833	3.252	0.09064	L
2	49.6	-0.3833	3.2717	0.09065	L
2	49.7	-0.3833	3.2915	0.09065	L
2	49.8	-0.3833	3.3114	0.09066	L
2	49.9	-0.3833	3.3316	0.09067	L
2	50	-0.3833	3.3518	0.09068	L
2	50.1	-0.3833	3.3723	0.09069	L
2	50.2	-0.3833	3.3929	0.09069	L
2	50.3	-0.3833	3.4136	0.0907	L
2	50.4	-0.3833	3.4346	0.09071	L
2	50.5	-0.3833	3.4557	0.09072	L
2	50.6	-0.3833	3.4769	0.09073	L
2	50.7	-0.3833	3.4983	0.09074	L
2	50.8	-0.3833	3.5199	0.09074	L
2	50.9	-0.3833	3.5417	0.09075	L
2	51	-0.3833	3.5636	0.09076	L
2	51.1	-0.3833	3.5856	0.09077	L
2	51.2	-0.3833	3.6078	0.09078	L
2	51.3	-0.3833	3.6302	0.09079	L
2	51.4	-0.3833	3.6527	0.0908	L
2	51.5	-0.3833	3.6754	0.0908	L
2	51.6	-0.3833	3.6982	0.09081	L
2	51.7	-0.3833	3.7212	0.09082	L
2	51.8	-0.3833	3.7444	0.09083	L
2	51.9	-0.3833	3.7677	0.09084	L
2	52	-0.3833	3.7911	0.09085	L
2	52.1	-0.3833	3.8147	0.09086	L
2	52.2	-0.3833	3.8385	0.09086	L
2	52.3	-0.3833	3.8623	0.09087	L
2	52.4	-0.3833	3.8863	0.09088	L
2	52.5	-0.3833	3.9105	0.09089	L
2	52.6	-0.3833	3.9348	0.0909	L
2	52.7	-0.3833	3.9592	0.09091	L
2	52.8	-0.3833	3.9837	0.09092	L
2	52.9	-0.3833	4.0084	0.09093	L
2	53	-0.3833	4.0332	0.09093	L
2	53.1	-0.3833	4.0581	0.09094	L
2	53.2	-0.3833	4.0832	0.09095	L
2	53.3	-0.3833	4.1084	0.09096	L
2	53.4	-0.3833	4.1337	0.09097	L
2	53.5	-0.3833	4.1591	0.09098	L
2	53.6	-0.3833	4.1846	0.09099	L
2	53.7	-0.3833	4.2102	0.09099	L
2	53.8	-0.3833	4.2359	0.091	L
2	53.9	-0.3833	4.2617	0.09101	L
2	54	-0.3833	4.2875	0.09102	L
2	54.1	-0.3833	4.3135	0.09103	L
2	54.2	-0.3833	4.3395	0.09104	L
2	54.3	-0.3833	4.3655	0.09105	L
2	54.4	-0.3833	4.3917	0.09105	L
2	54.5	-0.3833	4.4179	0.09106	L
2	54.6	-0.3833	4.4442	0.09107	L
2	54.7	-0.3833	4.4705	0.09108	L
2	54.8	-0.3833	4.4969	0.09109	L
2	54.9	-0.3833	4.5233	0.09109	L
2	55	-0.3833	4.5498	0.0911	L
2	55.1	-0.3833	4.5763	0.09111	L
2	55.2	-0.3833	4.6029	0.09112	L
2	55.3	-0.3833	4.6295	0.09113	L
2	55.4	-0.3833	4.6561	0.09113	L
2	55.5	-0.3833	4.6827	0.09114	L
2	55.6	-0.3833	4.7094	0.09115	L
2	55.7	-0.3833	4.7361	0.09116	L
2	55.8	-0.3833	4.7628	0.09116	L
2	55.9	-0.3833	4.7895	0.09117	L
2	56	-0.3833	4.8162	0.09118	L
2	56.1	-0.3833	4.843	0.09119	L
2	56.2	-0.3833	4.8697	0.09119	L
2	56.3	-0.3833	4.8964	0.0912	L
2	56.4	-0.3833	4.9232	0.09121	L
2	56.5	-0.3833	4.95	0.09121	L
2	56.6	-0.3833	4.9767	0.09122	L
2	56.7	-0.3833	5.0034	0.09123	L
2	56.8	-0.3833	5.0302	0.09123	L
2	56.9	-0.3833	5.0569	0.09124	L
2	57	-0.3833	5.0837	0.09125	L
2	57.1	-0.3833	5.1104	0.09125	L
2	57.2	-0.3833	5.1371	0.09126	L
2	57.3	-0.3833	5.1639	0.09126	L
2	57.4	-0.3833	5.1906	0.09127	L
2	57.5	-0.3833	5.2173	0.09128	L
2	57.6	-0.3833	5.244	0.09128	L
2	57.7	-0.3833	5.2707	0.09129	L
2	57.8	-0.3833	5.2974	0.09129	L
2	57.9	-0.3833	5.324	0.0913	L
2	58	-0.3833	5.3507	0.0913	L
2	58.1	-0.3833	5.3773	0.09131	L
2	58.2	-0.3833	5.4039	0.09131	L
2	58.3	-0.3833	5.4304	0.09131	L
2	58.4	-0.3833	5.4569	0.09132	L
2	58.5	-0.3833	5.4834	0.09132	L
2	58.6	-0.3833	5.5098	0.09133	L
2	58.7	-0.3833	5.5362	0.09133	L
2	58.8	-0.3833	5.5625	0.09133	L
2	58.9	-0.3833	5.5888	0.09134	L
2	59	-0.3833	5.6151	0.09134	L
2	59.1	-0.3833	5.6413	0.09134	L
2	59.2	-0.3833	5.6674	0.09135	L
2	59.3	-0.3833	5.6935	0.09135	L
2	59.4	-0.3833	5.7195	0.09135	L
2	59.5	-0.3833	5.7454	0.09135	L
2	59.6	-0.3833	5.7713	0.09136	L
2	59.7	-0.3833	5.7971	0.09136	L
2	59.8	-0.3833	5.8229	0.09136	L
2	59.9	-0.3833	5.8485	0.09136	L
2	60	-0.3833	5.8742	0.09136	L
2	60.1	-0.3833	5.8997	0.09136	L
2	60.2	-0.3833	5.9252	0.09137	L
2	60.3	-0.3833	5.9507	0.09137	L
2	60.4	-0.3833	5.9761	0.09137	L
2	60.5	-0.3833	6.0014	0.09137	L
2	60.6	-0.3833	6.0266	0.09137	L
2	60.7	-0.3833	6.0518	0.09137	L
2	60.8	-0.3833	6.0769	0.09137	L
2	60.9	-0.3833	6.102	0.09137	L
2	61	-0.3833	6.127	0.09137	L
2	61.1	-0.3833	6.1519	0.09137	L
2	61.2	-0.3833	6.1768	0.09136	L
2	61.3	-0.3833	6.2017	0.09136	L
2	61.4	-0.3833	6.2264	0.09136	L
2	61.5	-0.3833	6.2511	0.09136	L
2	61.6	-0.3833	6.2758	0.09136	L
2	61.7	-0.3833	6.3004	0.09136	L
2	61.8	-0.3833	6.3249	0.09135	L
2	61.9	-0.3833	6.3494	0.09135	L
2	62	-0.3833	6.3738	0.09135	L
2	62.1	-0.3833	6.3981	0.09135	L
2	62.2	-0.3833	6.4224	0.09134	L
2	62.3	-0.3833	6.4466	0.09134	L
2	62.4	-0.3833	6.4708	0.09134	L
2	62.5	-0.3833	6.4948	0.09133	L
2	62.6	-0.3833	6.5189	0.09133	L
2	62.7	-0.3833	6.5429	0.09133	L
2	62.8	-0.3833	6.5668	0.09132	L
2	62.9	-0.3833	6.5906	0.09132	L
2	63	-0.3833	6.6144	0.09131	L
2	63.1	-0.3833	6.6382	0.09131	L
2	63.2	-0.3833	6.6619	0.0913	L
2	63.3	-0.3833	6.6856	0.0913	L
2	63.4	-0.3833	6.7092	0.09129	L
2	63.5	-0.3833	6.7328	0.09129	L
2	63.6	-0.3833	6.7563	0.09128	L
2	63.7	-0.3833	6.7798	0.09128	L
2	63.8	-0.3833	6.8033	0.09127	L
2	63.9	-0.3833	6.8267	0.09127	L
2	64	-0.3833	6.8501	0.09126	L
2	64.1	-0.3833	6.8734	0.09125	L
2	64.2	-0.3833	6.8967	0.09125	L
2	64.3	-0.3833	6.9199	0.09124	L
2	64.4	-0.3833	6.9431	0.09123	L
2	64.5	-0.3833	6.9662	0.09123	L
2	64.6	-0.3833	6.9893	0.09122	L
2	64.7	-0.3833	7.0124	0.09121	L
2	64.8	-0.3833	7.0354	0.0912	L
2	64.9	-0.3833	7.0583	0.0912	L
2	65	-0.3833	7.0812	0.09119	L
2	65.1	-0.3833	7.1041	0.09118	L
2	65.2	-0.3833	7.1269	0.09117	L
2	65.3	-0.3833	7.1497	0.09116	L
2	65.4	-0.3833	7.1724	0.09116	L
2	65.5	-0.3833	7.195	0.09115	L
2	65.6	-0.3833	7.2177	0.09114	L
2	65.7	-0.3833	7.2402	0.09113	L
2	65.8	-0.3833	7.2627	0.09112	L
2	65.9	-0.3833	7.2852	0.09111	L
2	66	-0.3833	7.3076	0.0911	L
2	66.1	-0.3833	7.33	0.09109	L
2	66.2	-0.3833	7.3523	0.09109	L
2	66.3	-0.3833	7.3745	0.09108	L
2	66.4	-0.3833	7.3967	0.09107	L
2	66.5	-0.3833	7.4189	0.09106	L
2	66.6	-0.3833	7.441	0.09105	L
2	66.7	-0.3833	7.463	0.09104	L
2	66.8	-0.3833	7.485	0.09103	L
2	66.9	-0.3833	7.5069	0.09102	L
2	67	-0.3833	7.5288	0.09101	L
2	67.1	-0.3833	7.5507	0.091	L
2	67.2	-0.3833	7.5724	0.09099	L
2	67.3	-0.3833	7.5942	0.09098	L
2	67.4	-0.3833	7.6158	0.09097	L
2	67.5	-0.3833	7.6375	0.09096	L
2	67.6	-0.3833	7.659	0.09095	L
2	67.7	-0.3833	7.6806	0.09094	L
2	67.8	-0.3833	7.702	0.09093	L
2	67.9	-0.3833	7.7234	0.09091	L
2	68	-0.3833	7.7448	0.0909	L
2	68.1	-0.3833	7.7661	0.09089	L
2	68.2	-0.3833	7.7874	0.09088	L
2	68.3	-0.3833	7.8086	0.09087	L
2	68.4	-0.3833	7.8298	0.09086	L
2	68.5	-0.3833	7.8509	0.09085	L
2	68.6	-0.3833	7.872	0.09084	L
2	68.7	-0.3833	7.893	0.09083	L
2	68.8	-0.3833	7.914	0.09082	L
2	68.9	-0.3833	7.935	0.0908	L
2	69	-0.3833	7.9559	0.09079	L
2	69.1	-0.3833	7.9768	0.09078	L
2	69.2	-0.3833	7.9976	0.09077	L
2	69.3	-0.3833	8.0184	0.09076	L
2	69.4	-0.3833	8.0392	0.09075	L
2	69.5	-0.3833	8.0599	0.09074	L
2	69.6	-0.3833	8.0806	0.09072	L
2	69.7	-0.3833	8.1012	0.09071	L
2	69.8	-0.3833	8.1218	0.0907	L
2	69.9	-0.3833	8.1424	0.09069	L
2	70	-0.3833	8.163	0.09068	L
2	70.1	-0.3833	8.1835	0.09067	L
2	70.2	-0.3833	8.2039	0.09065	L
2	70.3	-0.3833	8.2244	0.09064	L
2	70.4	-0.3833	8.2448	0.09063	L
2	70.5	-0.3833	8.2651	0.09062	L
2	70.6	-0.3833	8.2855	0.09061	L
2	70.7	-0.3833	8.3058	0.09059	L
2	70.8	-0.3833	8.3261	0.09058	L
2	70.9	-0.3833	8.3464	0.09057	L
2	71	-0.3833	8.3666	0.09056	L
2	71.1	-0.3833	8.3869	0.09055	L
2	71.2	-0.3833	8.4071	0.09053	L
2	71.3	-0.3833	8.4273	0.09052	L
2	71.4	-0.3833	8.4474	0.09051	L
2	71.5	-0.3833	8.4676	0.0905	L
2	71.6	-0.3833	8.4877	0.09048	L
2	71.7	-0.3833	8.5078	0.09047	L
2	71.8	-0.3833	8.5278	0.09046	L
2	71.9	-0.3833	8.5479	0.09045	L
2	72	-0.3833	8.5679	0.09043	L
2	72.1	-0.3833	8.5879	0.09042	L
2	72.2	-0.3833	8.6078	0.09041	L
2	72.3	-0.3833	8.6277	0.0904	L
2	72.4	-0.3833	8.6476	0.09039	L
2	72.5	-0.3833	8.6674	0.09037	L
2	72.6	-0.3833	8.6872	0.09036	L
2	72.7	-0.3833	8.707	0.09035	L
2	72.8	-0.3833	8.7267	0.09034	L
2	72.9	-0.3833	8.7464	0.09032	L
2	73	-0.3833	8.7661	0.09031	L
2	73.1	-0.3833	8.7857	0.0903	L
2	73.2	-0.3833	8.8053	0.09028	L
2	73.3	-0.3833	8.8248	0.09027	L
2	73.4	-0.3833	8.8443	0.09026	L
2	73.5	-0.3833	8.8638	0.09025	L
2	73.6	-0.3833	8.8831	0.09023	L
2	73.7	-0.3833	8.9025	0.09022	L
2	73.8	-0.3833	8.9217	0.09021	L
2	73.9	-0.3833	8.941	0.0902	L
2	74	-0.3833	8.9601	0.09018	L
2	74.1	-0.3833	8.9792	0.09017	L
2	74.2	-0.3833	8.9983	0.09016	L
2	74.3	-0.3833	9.0173	0.09014	L
2	74.4	-0.3833	9.0363	0.09013	L
2	74.5	-0.3833	9.0552	0.09012	L
2	74.6	-0.3833	9.074	0.09011	L
2	74.7	-0.3833	9.0928	0.09009	L
2	74.8	-0.3833	9.1116	0.09008	L
2	74.9	-0.3833	9.1303	0.09007	L
2	75	-0.3833	9.149	0.09005	L
2	75.1	-0.3833	9.1676	0.09004	L
2	75.2	-0.3833	9.1862	0.09003	L
2	75.3	-0.3833	9.2048	0.09001	L
2	75.4	-0.3833	9.2233	0.09	L
2	75.5	-0.3833	9.2418	0.08999	L
2	75.6	-0.3833	9.2602	0.08997	L
2	75.7	-0.3833	9.2786	0.08996	L
2	75.8	-0.3833	9.297	0.08995	L
2	75.9	-0.3833	9.3154	0.08993	L
2	76	-0.3833	9.3337	0.08992	L
2	76.1	-0.3833	9.352	0.08991	L
2	76.2	-0.3833	9.3703	0.08989	L
2	76.3	-0.3833	9.3886	0.08988	L
2	76.4	-0.3833	9.4069	0.08987	L
2	76.5	-0.3833	9.4252	0.08985	L
2	76.6	-0.3833	9.4435	0.08984	L
2	76.7	-0.3833	9.4617	0.08983	L
2	76.8	-0.3833	9.48	0.08981	L
2	76.9	-0.3833	9.4983	0.0898	L
2	77	-0.3833	9.5166	0.08979	L
2	77.1	-0.3833	9.535	0.08977	L
2	77.2	-0.3833	9.5533	0.08976	L
2	77.3	-0.3833	9.5717	0.08975	L
2	77.4	-0.3833	9.5901	0.08973	L
2	77.5	-0.3833	9.6086	0.08972	L
2	77.6	-0.3833	9.6271	0.08971	L
2	77.7	-0.3833	9.6456	0.08969	L
2	77.8	-0.3833	9.6642	0.08968	L
2	77.9	-0.3833	9.6828	0.08966	L
2	78	-0.3833	9.7015	0.08965	L
2	78.1	-0.3833	9.7202	0.08964	L
2	78.2	-0.3833	9.739	0.08963	L
2	78.3	-0.3833	9.7578	0.08961	L
2	78.4	-0.3833	9.7767	0.0896	L
2	78.5	-0.3833	9.7957	0.08959	L
2	78.6	-0.3833	9.8147	0.08957	L
2	78.7	-0.3833	9.8338	0.08956	L
2	78.8	-0.3833	9.853	0.08955	L
2	78.9	-0.3833	9.8722	0.08953	L
2	79	-0.3833	9.8915	0.08952	L
2	79.1	-0.3833	9.9109	0.08951	L
2	79.2	-0.3833	9.9303	0.0895	L
2	79.3	-0.3833	9.9499	0.08948	L
2	79.4	-0.3833	9.9695	0.08947	L
2	79.5	-0.3833	9.9892	0.08946	L
2	79.6	-0.3833	10.009	0.08945	L
2	79.7	-0.3833	10.0289	0.08943	L
2	79.8	-0.3833	10.0489	0.08942	L
2	79.9	-0.3833	10.069	0.08941	L
2	80	-0.3833	10.0891	0.0894	L
2	80.1	-0.3833	10.1094	0.08939	L
2	80.2	-0.3833	10.1298	0.08937	L
2	80.3	-0.3833	10.1503	0.08936	L
2	80.4	-0.3833	10.1709	0.08935	L
2	80.5	-0.3833	10.1916	0.08934	L
2	80.6	-0.3833	10.2123	0.08933	L
2	80.7	-0.3833	10.2332	0.08932	L
2	80.8	-0.3833	10.2542	0.0893	L
2	80.9	-0.3833	10.2753	0.08929	L
2	81	-0.3833	10.2965	0.08928	L
2	81.1	-0.3833	10.3178	0.08927	L
2	81.2	-0.3833	10.3393	0.08926	L
2	81.3	-0.3833	10.3608	0.08925	L
2	81.4	-0.3833	10.3824	0.08924	L
2	81.5	-0.3833	10.4041	0.08923	L
2	81.6	-0.3833	10.4258	0.08922	L
2	81.7	-0.3833	10.4477	0.08921	L
2	81.8	-0.3833	10.4697	0.0892	L
2	81.9	-0.3833	10.4918	0.08919	L
2	82	-0.3833	10.514	0.08918	L
2	82.1	-0.3833	10.5363	0.08917	L
2	82.2	-0.3833	10.5586	0.08916	L
2	82.3	-0.3833	10.5811	0.08915	L
2	82.4	-0.3833	10.6037	0.08915	L
2	82.5	-0.3833	10.6263	0.08914	L
2	82.6	-0.3833	10.6491	0.08913	L
2	82.7	-0.3833	10.6719	0.08912	L
2	82.8	-0.3833	10.6948	0.08911	L
2	82.9	-0.3833	10.7178	0.0891	L
2	83	-0.3833	10.741	0.0891	L
2	83.1	-0.3833	10.7641	0.08909	L
2	83.2	-0.3833	10.7874	0.08908	L
2	83.3	-0.3833	10.8108	0.08907	L
2	83.4	-0.3833	10.8343	0.08907	L
2	83.5	-0.3833	10.8578	0.08906	L
2	83.6	-0.3833	10.8814	0.08905	L
2	83.7	-0.3833	10.9051	0.08905	L
2	83.8	-0.3833	10.9289	0.08904	L
2	83.9	-0.3833	10.9527	0.08903	L
2	84	-0.3833	10.9767	0.08903	L
2	84.1	-0.3833	11.0007	0.08902	L
2	84.2	-0.3833	11.0248	0.08902	L
2	84.3	-0.3833	11.0489	0.08901	L
2	84.4	-0.3833	11.0731	0.08901	L
2	84.5	-0.3833	11.0974	0.089	L
2	84.6	-0.3833	11.1218	0.089	L
2	84.7	-0.3833	11.1462	0.08899	L
2	84.8	-0.3833	11.1707	0.08899	L
2	84.9	-0.3833	11.1952	0.08899	L
2	85	-0.3833	11.2198	0.08898	L
2	85.1	-0.3833	11.2444	0.08898	L
2	85.2	-0.3833	11.2691	0.08897	L
2	85.3	-0.3833	11.2939	0.08897	L
2	85.4	-0.3833	11.3187	0.08897	L
2	85.5	-0.3833	11.3435	0.08897	L
2	85.6	-0.3833	11.3684	0.08896	L
2	85.7	-0.3833	11.3934	0.08896	L
2	85.8	-0.3833	11.4183	0.08896	L
2	85.9	-0.3833	11.4434	0.08896	L
2	86	-0.3833	11.4684	0.08895	L
2	86.1	-0.3833	11.4935	0.08895	L
2	86.2	-0.3833	11.5186	0.08895	L
2	86.3	-0.3833	11.5437	0.08895	L
2	86.4	-0.3833	11.5689	0.08895	L
2	86.5	-0.3833	11.594	0.08895	L
2	86.6	-0.3833	11.6192	0.08895	L
2	86.7	-0.3833	11.6444	0.08895	L
2	86.8	-0.3833	11.6696	0.08895	L
2	86.9	-0.3833	11.6948	0.08895	L
2	87	-0.3833	11.7201	0.08895	L
2	87.1	-0.3833	11.7453	0.08895	L
2	87.2	-0.3833	11.7705	0.08895	L
2	87.3	-0.3833	11.7957	0.08895	L
2	87.4	-0.3833	11.8209	0.08895	L
2	87.5	-0.3833	11.8461	0.08895	L
2	87.6	-0.3833	11.8713	0.08896	L
2	87.7	-0.3833	11.8965	0.08896	L
2	87.8	-0.3833	11.9217	0.08896	L
2	87.9	-0.3833	11.9468	0.08896	L
2	88	-0.3833	11.972	0.08896	L
2	88.1	-0.3833	11.9971	0.08897	L
2	88.2	-0.3833	12.0223	0.08897	L
2	88.3	-0.3833	12.0474	0.08897	L
2	88.4	-0.3833	12.0725	0.08898	L
2	88.5	-0.3833	12.0976	0.08898	L
2	88.6	-0.3833	12.1227	0.08898	L
2	88.7	-0.3833	12.1478	0.08899	L
2	88.8	-0.3833	12.1728	0.08899	L
2	88.9	-0.3833	12.1978	0.089	L
2	89	-0.3833	12.2229	0.089	L
2	89.1	-0.3833	12.2479	0.08901	L
2	89.2	-0.3833	12.2729	0.08901	L
2	89.3	-0.3833	12.2978	0.08902	L
2	89.4	-0.3833	12.3228	0.08902	L
2	89.5	-0.3833	12.3477	0.08903	L
2	89.6	-0.3833	12.3727	0.08903	L
2	89.7	-0.3833	12.3976	0.08904	L
2	89.8	-0.3833	12.4225	0.08904	L
2	89.9	-0.3833	12.4474	0.08905	L
2	90	-0.3833	12.4723	0.08906	L
2	90.1	-0.3833	12.4971	0.08906	L
2	90.2	-0.3833	12.522	0.08907	L
2	90.3	-0.3833	12.5468	0.08908	L
2	90.4	-0.3833	12.5717	0.08909	L
2	90.5	-0.3833	12.5965	0.08909	L
2	90.6	-0.3833	12.6213	0.0891	L
2	90.7	-0.3833	12.6461	0.08911	L
2	90.8	-0.3833	12.6709	0.08912	L
2	90.9	-0.3833	12.6957	0.08912	L
2	91	-0.3833	12.7205	0.08913	L
2	91.1	-0.3833	12.7453	0.08914	L
2	91.2	-0.3833	12.77	0.08915	L
2	91.3	-0.3833	12.7948	0.08916	L
2	91.4	-0.3833	12.8196	0.08917	L
2	91.5	-0.3833	12.8443	0.08918	L
2	91.6	-0.3833	12.8691	0.08919	L
2	91.7	-0.3833	12.8939	0.0892	L
2	91.8	-0.3833	12.9186	0.08921	L
2	91.9	-0.3833	12.9434	0.08922	L
2	92	-0.3833	12.9681	0.08923	L
2	92.1	-0.3833	12.9929	0.08924	L
2	92.2	-0.3833	13.0177	0.08925	L
2	92.3	-0.3833	13.0424	0.08926	L
2	92.4	-0.3833	13.0672	0.08927	L
2	92.5	-0.3833	13.092	0.08928	L
2	92.6	-0.3833	13.1167	0.0893	L
2	92.7	-0.3833	13.1415	0.08931	L
2	92.8	-0.3833	13.1663	0.08932	L
2	92.9	-0.3833	13.1911	0.08933	L
2	93	-0.3833	13.2158	0.08934	L
2	93.1	-0.3833	13.2406	0.08936	L
2	93.2	-0.3833	13.2654	0.08937	L
2	93.3	-0.3833	13.2902	0.08938	L
2	93.4	-0.3833	13.3151	0.0894	L
2	93.5	-0.3833	13.3399	0.08941	L
2	93.6	-0.3833	13.3647	0.08942	L
2	93.7	-0.3833	13.3896	0.08944	L
2	93.8	-0.3833	13.4145	0.08945	L
2	93.9	-0.3833	13.4394	0.08947	L
2	94	-0.3833	13.4643	0.08948	L
2	94.1	-0.3833	13.4892	0.08949	L
2	94.2	-0.3833	13.5142	0.08951	L
2	94.3	-0.3833	13.5391	0.08952	L
2	94.4	-0.3833	13.5641	0.08954	L
2	94.5	-0.3833	13.5892	0.08955	L
2	94.6	-0.3833	13.6142	0.08957	L
2	94.7	-0.3833	13.6393	0.08959	L
2	94.8	-0.3833	13.6644	0.0896	L
2	94.9	-0.3833	13.6895	0.08962	L
2	95	-0.3833	13.7146	0.08963	L
2	95.1	-0.3833	13.7398	0.08965	L
2	95.2	-0.3833	13.765	0.08967	L
2	95.3	-0.3833	13.7902	0.08968	L
2	95.4	-0.3833	13.8155	0.0897	L
2	95.5	-0.3833	13.8408	0.08972	L
2	95.6	-0.3833	13.8661	0.08974	L
2	95.7	-0.3833	13.8914	0.08975	L
2	95.8	-0.3833	13.9168	0.08977	L
2	95.9	-0.3833	13.9422	0.08979	L
2	96	-0.3833	13.9676	0.08981	L
2	96.1	-0.3833	13.9931	0.08983	L
2	96.2	-0.3833	14.0186	0.08984	L
2	96.3	-0.3833	14.0441	0.08986	L
2	96.4	-0.3833	14.0697	0.08988	L
2	96.5	-0.3833	14.0953	0.0899	L
2	96.6	-0.3833	14.1209	0.08992	L
2	96.7	-0.3833	14.1466	0.08994	L
2	96.8	-0.3833	14.1724	0.08996	L
2	96.9	-0.3833	14.1981	0.08998	L
2	97	-0.3833	14.2239	0.09	L
2	97.1	-0.3833	14.2498	0.09002	L
2	97.2	-0.3833	14.2757	0.09004	L
2	97.3	-0.3833	14.3016	0.09006	L
2	97.4	-0.3833	14.3276	0.09008	L
2	97.5	-0.3833	14.3537	0.0901	L
2	97.6	-0.3833	14.3798	0.09012	L
2	97.7	-0.3833	14.4059	0.09015	L
